video_id,comment
QDj0g7Xw2rg,Kamu ga tahu bagaimana brutalnya jika anak sekolah demo😂😅
QDj0g7Xw2rg,"WOI GW BELAJAR PAKE MEDSOS, MIKIR PAKE OTAK"
8i7X3KrGeF0,Enggak tuh❤❤
8i7X3KrGeF0,Hoax oiiiiiiii
8i7X3KrGeF0,Bocil tengil menghilang 🗿
8i7X3KrGeF0,Cape gw bikin akun dari nol sampe sekarang nyesel NYESEL!!
8i7X3KrGeF0,Hoax atau beneran?
8i7X3KrGeF0,Yg cuman maen SosMed buat hiburan trs di batesin ortu:<br>GOKIL👍
8i7X3KrGeF0,Ini udah tanggal 28 Maret 2026! Hoax
8i7X3KrGeF0,😊
8i7X3KrGeF0,Roblox ku kok masih aman
8i7X3KrGeF0,Lawak😂 HOAX
8i7X3KrGeF0,"anyink males banget buka komen ini, mana gak ada yg serius lagi"
8i7X3KrGeF0,Boong😂😂😂😂😂😂😂😂😂😂😂😂 masih bisa main roblox
8i7X3KrGeF0,Lah gua umur 10 masih bisa main nih
8i7X3KrGeF0,hoax itu
8i7X3KrGeF0,jadi boleh main roblox gua udah topup mahal 2 malah di blokir gua udah topup 900rb lebih
8i7X3KrGeF0,bang aku boleh punya akun umur aku aja 16
8i7X3KrGeF0,Lu bisa ngerti kaga sih kamboja tempat kasino nya ancur terus lu klaim sekarang apa lagi gua capek bikin youtube dari 0 subscriber sampe 300 lu mikir ga hah
8i7X3KrGeF0,Selamanya sampai 2027😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭
8i7X3KrGeF0,Besok ...
8i7X3KrGeF0,Judi sama koruptor nya kapan ya Bu😏
8i7X3KrGeF0,Lah aku pake hp mmh ayo pikir kan lah secara logika
8i7X3KrGeF0,Semoga penggunaan medsos anak anak diizinkan amin🙏
8i7X3KrGeF0,Dari pada ngurusin hp kami mendingan urusin itu judi online soal nya sudah mwmbuat orang orang terjerumus ke ambang kemiskinan kasihan juga keluarga yang salah satu anggota keluarga nya menjadi korban dari judi online yang meresahkan😢😢😢
8i7X3KrGeF0,Awokawok gak ada bocil ragebait lagi makasih komindigi kebijakan yang paling gue dukung
8i7X3KrGeF0,Kak?... Aku capek dengan kehidupan ku... Banyak bullying.. Setiap pulang sekolah aku langsung ngerjain tugas.. Lalu hanya ingin mencari hiburan tidak boleh ?.. Teman teman saya kebanyakan mandang fisik jadi malas...
8i7X3KrGeF0,"game sosmed di block, giliran situs judol dibiarin, sehat?"
8i7X3KrGeF0,Sudah tahu ( im already know)
2BdXibzPPyc,Ini bahaya ini kalo anaknya tidak kuat mental bisa bisa membahayakan anak anak tersebut
2BdXibzPPyc,Ini tanggal 28
2BdXibzPPyc,semoga sekalian game gamenya dong agar anak bisa tau tujuan game apa karena masih banyak amak di game kayak fokus banget sampai kalo ga sesuai keinginan mereka bisa marah atau rasis. makasih ini cmn menurut saran saya saja.
2BdXibzPPyc,Komdigi itu mamang jahat macam mana aku bisa main bareng sama temanku btw aku umur 9 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭siapa yang setuju medsos tidak di blokir
2BdXibzPPyc,Coba asal jangan batas akun saya karena konten hp jadul ini gw males buat akun baru
2BdXibzPPyc,Banyak konten rusak
2BdXibzPPyc,Ishowspeed tu Kena in aja
2BdXibzPPyc,dalah block akun Ishowspeed tu
2BdXibzPPyc,Pasti tiba tiba roblox yang kena
2BdXibzPPyc,Anj🤬
2BdXibzPPyc,Mantap bro komdigi lu tlol dari orok. GG GG emg ya SDM rendah kek gini jangan dicontoh SDM rendah kek komdigi ges. Masa dibatasi orang yg disekolah GK ad temen dll dan kebahagiaan/ teman ad digame kek mana tlol tlol. Lu EMG mikirin anak anak tapi pikirin juga lah resiko tlol sok ngatur dan sih paling pahlawan yg ad memalukan
2BdXibzPPyc,"Lah video Tahun 2025 ini, gw aja belum Denger berita ini pas 2025 🤨"
2BdXibzPPyc,Main FF aja laa
2BdXibzPPyc,Hadir Ke178 Tim Kompas Com.
2BdXibzPPyc,Semua orang gila jadinya tau gak looo
2BdXibzPPyc,Harusnya 10 tahun ke atas
2BdXibzPPyc,YouTube sama Roblox jangan plisss
2BdXibzPPyc,Keburu kiamat nanti
2BdXibzPPyc,Aku ini umurnya udah 17 tahun jadi aman akun gua?
2BdXibzPPyc,VPN BILEK
2BdXibzPPyc,Untung akun gua dibawah kendali ortu🗿😹
2BdXibzPPyc,Hmm apa rasanya aku tanpa YouTube+roblox
2BdXibzPPyc,Umur author saya 10<br>Lucky me
2BdXibzPPyc,menjaga anak dari platfrom digital❎ menghancurkan harapan dan semangat anak untuk berkreasi✅ memang absolute cinema🥶🥶
2BdXibzPPyc,YouTube jangan tiktok aja yg diban soalnya itu sarang monyet semua
2BdXibzPPyc,bohong iru di australia
2BdXibzPPyc,Untuk yang akan keblokir:<br><br><br><br><br>Bro gen Alpha! 💀
2BdXibzPPyc,Youtube tempat gua cari cuan cuy
2BdXibzPPyc,Bulan puasa ini menjadi hari yang gelap bagi anak-anak mereka jadi nggak semangat puasanya😢😢
2BdXibzPPyc,Yuotube jangan pliss aku umur 17
2BdXibzPPyc,"PERHATIAN:BACA!!! <br>woyyyy ini tuh bukan DIBLOKIR ya bre... <br>tapi dibatasi<br>kalo diblokir yang ada dihujat bocil 16 kebawah<br>jadi akun lu masih ada walau kita gak bisa liat akun kita sendiri... <br>Kita tinggal nunggu umur 16 , nanti di kembaliin yaa guys, <br><br><b>tapi bisa diakalin pake memalsukan umur akun</b><br><br>catatan:yang pake hp ortu:awikwokwikwok aman banget"
2BdXibzPPyc,Bayangin dunia bisa di skip langsung di 16 tahun
2BdXibzPPyc,😂😂😂😂😂😂😂 hahahahaha prabowo lucu sekali hahahahahahaha dia hanya bisa melihat sisi baiknya tidak belihat sisi jahat aturan ini 😂😂😂 prebowo kaga jelasssssssssssss uuuuuuuuhuhuuuuuuhuuuuhuuuuu
2BdXibzPPyc,Itu gara gara mbak mbak mukenah pink😊
2BdXibzPPyc,"Tau gak sih, bahkan orang dibawah umur jadi youtuber malah dihentikan paksa kan sedih &gt;:("
2BdXibzPPyc,Dampaknya gk tau tuh
2BdXibzPPyc,Plis jangan roblox
2BdXibzPPyc,GK mau aku itu suka banget Roblox aku umur 8 tahun lagi😭😭
2BdXibzPPyc,Mikir dong masa ditetapkan di sini oon
2BdXibzPPyc,Seharusnya tu yang batasi tu 11 atau 10 karena banyak anak² yang toxic sama bullying dan lain-lainnya.kenapa harus dibawah 16 sih😔🥀😭🙏
2BdXibzPPyc,Ya sudah tamat sudah aku telah mencari banyak informasi tentang ini dan keputusan perkiraan ku 28 maret aku berisiko demo
2BdXibzPPyc,itu hoax gak
2BdXibzPPyc,"YouTube jangan plis❤ saya 15 th saran saya pake fitur pengawasan layar rekam aja terus tembusin ke monitor komdigi... Soalnya jujur aja nyari info yang mudah lewat YouTube <br><br>- tiktok , Instagram setuju sih emg pada kurang bagus di sana sangat worth di batasi ketat"
2BdXibzPPyc,lah kocakk kenapa gak game aja gitu truss kita nonton apa kocakkkk
2BdXibzPPyc,𝙻𝚊𝚑 𝚐𝚒𝚕𝚒𝚛𝚊𝚗 𝚔𝚘𝚛𝚞𝚙𝚝𝚘𝚛 𝚍𝚒 𝚋𝚒𝚊𝚛𝚒𝚗 𝚝𝚞𝚑 𝚙𝚎𝚖𝚎𝚛𝚒𝚗𝚝𝚊𝚑 𝚊𝚗𝚎𝚑!!
2BdXibzPPyc,Kalian pikir nga susah bikin 700 subs kalian pikir gampang HAH?!
2BdXibzPPyc,Plis yutube jangan kalo mau tiktok noh uis mengerikan sarang monyet 🗿
2BdXibzPPyc,Saya akan tak bisa nonton yutub ini!<br>Saya jg ga bisa nonton ceramah !<br>Saya ga bisa nonton pelajaran sekolah di yutub !<br>Saya tak terima aturan ini!<br>Lu aja pernah kan korupsi !<br>Lu tuh pemerintah harus bisa melindungi anak Indonesia dari syndrom!<br>Syndrom hanya ada di game dan aplikasi ini!<br>Tiktok<br>Roblox<br>Ff<br>PUBG<br>Sakura dan game dll<br>Knp sih ada aturan gini ?<br>Gw ga nonton aneh aneh di yutub!<br>Lu niat mau ngembangin negara Indonesia tapi apa ?<br>Lu malah merusak kebahagiaan anak dan lu jg bikin kesel !<br>Mentang&quot; lu pemerintah bisa menguasai semua aplikasi...<br>Gw tunggu 6-7 tahun dlu untuk <br>Bisa on yutub biasa !<br>Lu bikin mental anak rusak 😢<br>Dan lu gila..<br>Kami para anak&quot; akan memberhentikan yutub untuk si ban dan semacam aplikasi lainnya !
2BdXibzPPyc,GAK JELAS UDA KAMU GEME OVER DI TANG GW SAAT GW DEWASA 🌋🌋🌋🌋🤬🤬🤬🤬🤬🧨🧨🧨🧨💔💔💔💔💔☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️
2BdXibzPPyc,KIAMAT PERANG DUNIA 3 TERADI INDONESIA PERANG NUKLIR KIAMAMAT AKAN TERJADI SEBELUM WAKTUNYA INDONESIA KENA SEMUA DAN KENA SELURU DUNIA THE LAST WORLD 🤬🤬🤬🤬🤬🤬💣💣💣💣☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️
2BdXibzPPyc,HIDUP DAN MAT1I
2BdXibzPPyc,g peduli lgi gue
2BdXibzPPyc,Saya akan kembali ke youtube kids sebagai anak biasa
2BdXibzPPyc,Dasarrrr
2BdXibzPPyc,Saya setuju bangat
2BdXibzPPyc,Padahal subs ku udh 243 ini pun butuh 1 tahun ngumpulin nya;(<br>  Yaaa harus ngulang lagii<br>Padahal aku mau dapet play button..
2BdXibzPPyc,Alahhh the fu**
2BdXibzPPyc,Lihat mukanya aja pengen ku tonjok. Eh justru anak anak yang dibawah umur ini butuh hiburan dari YouTube
2BdXibzPPyc,"Justru anak anak yang membutuhkan tutorial di YouTube atau jadi konten kreator. Apalagi banyak konten kreator di bawah umur, YouTube juga bisa menjadi platform video jika kita lagi bosen misalnya baca buku atau Ingn main sesuatu yang bikin bosen gitu. Platform media sosial itu lah seperti YouTube dan Roblox menjadi platform utama untuk kita seperti tutorial atau kreasi. Jadi untuk sekarang kita masih belum butuh peraturan seperti itu"
2BdXibzPPyc,Lah gantian koruptor di biarkan
2BdXibzPPyc,Kalo game Roblox bakal di tutup masa kita anak anak di bawah 16 tahun harus main among US atau lainnya
2BdXibzPPyc,NGGAK AKU NGGAK SETUJU
2BdXibzPPyc,😭😭😭 pls lah jangan kami juga punya hak buat bermain percuma kami kalo punya handphone
2BdXibzPPyc,Demo² 🤬🤬🤬🤬🤬🤬🤬
2BdXibzPPyc,Gtw lagi ak mah
2BdXibzPPyc,Semoga dia cepat masuk RSJ
2BdXibzPPyc,sok jadi tuhan lo
2BdXibzPPyc,13-16 tahun kan? Bukan 12 tahun?
2BdXibzPPyc,bu KORUPTOR DI BIARIN?!
2BdXibzPPyc,Pakai hp emak ku aja lah kan aku Tunggal gak punya adek jadinya gak direbut tuh hp
2BdXibzPPyc,Somoga dia langsung lupain
2BdXibzPPyc,Gk aku gimana mau bikin konten untuk gasilin uang itu juga untuk orang tua ku😭😭
2BdXibzPPyc,Alhamdulillah tiktok udah ditidak di akses oleh orang dongo
2BdXibzPPyc,"Ngilangin akun medsos elit, ngilangin koruptor sulit😂"
2BdXibzPPyc,Channelku😭
2BdXibzPPyc,Alah😢😢😢😢
2BdXibzPPyc,Kami sudah muak. <br>Putus asa BESAR!<br>baiknya mereka masuk neraka 🔥.<br><br>Kerjanya bikin anak kecil frustasi doang lu 😤
2BdXibzPPyc,Ada fitur report di YouTube 😃😃😃😃👍
2BdXibzPPyc,Yah Ga bisa berpendapat lagi
2BdXibzPPyc,Alah 😂
2BdXibzPPyc,Mantap... Tapi pakai nik
2BdXibzPPyc,"Usul kalau daftar sosmed pakai nik, jadi orang umur 17 tahun bisa bikin account sosmed"
2BdXibzPPyc,Pembatasan penggunaan sosmed bagi anak-anak bukanlah solusi yang hakiki karena mereka akan tetap bisa bersosmed dengan akun palsu atau akun orang lain apalagi game online ini memberikan dampak negatif yaitu kecanduan. Dunia digital sosmed digunakan untuk kepentingan para kapitalis ada keuntungannya bagi mereka maka sudah tak heran penguasa membuat aturan setengah hati. Islam mengatur dunia digital atas kemaslahatan umat yaitu membuat dunia sosmed untuk menambah keimanan kepada Allah dan dari sosmed tersebut membentuk generasi yang takut kepada Allah serta  menjalankan aturan Nya dengan sempurna sebab generasi mampu memilah perbuatan baik atau buruk.
2BdXibzPPyc,Setuju sih tapi jangan berlebihan 🗿
2BdXibzPPyc,"Setuju ,TPI lebih setuju KLO aplikasi game yg sering dimainkan anak anak"
2BdXibzPPyc,"S7 sih yang penting jangan kebablasan. Takutnya kebablasan, malah aturannya ditambah ntar dr usia 16 sampai 60 tahun. 😁😁😁"
Hy5rx58GES4,HOAX
Hy5rx58GES4,Penbohong bukti nya aku Masi bisa main Roblox ayo kita demo  demo demooooooo 👿👿👿👿😈😈👿😈😈😈😈😈😈😈😠😠😤😤😤😠😤😤😠😠😤😤
Hy5rx58GES4,"kalo g pake KTP, mana tau usianya.. bisa dikarang"
Hy5rx58GES4,Ngopi dulu
Hy5rx58GES4,"Yey, umurku 17 thum😊"
Hy5rx58GES4,Gak boleh kalau aplikasinya kami di Batasin Batasin noh judol sama uang pajak kami
Hy5rx58GES4,Saya setuju tapi saya tidak setuju kalau YouTube dan Roblox di hapus <br>saya tidak setuju 😢😢😢
Hy5rx58GES4,Untuk ada gotube
Hy5rx58GES4,"GAME,SOSMED DI HAPUS!!???<br>JUDI KAGA DI HAPUS!?<br>PERCUMA LU BIKIN ATURAN KAYA GINI NANTI UJUNG-UJUNGNYA ORANG DEWASA GAK BERPENDIDIKAN!!!!!!😠😠😠😠😠😠😠😡😡🤬🤬🤬🤬🤬🤬"
Hy5rx58GES4,aku tidak setuju
Hy5rx58GES4,jangan dulu umur ku 20
Hy5rx58GES4,Diblokir aja😂😂
Hy5rx58GES4,Kalo YouTube saya tidak setuju 🤬🤬🤬🤬
Hy5rx58GES4,Saya setuju tapi YouTube jangan karna cita cita saya jadi YouTubers dan juga di akun kedua saya udah hampir 100 subscribe dan juga biarkan anak anak bermain YouTube karna tidak ada tontonan lain
Hy5rx58GES4,Euhmmm terus main apa? Main babybus????? 💢
Hy5rx58GES4,Boleh aja asal jangan bedain usia aja kayak anak sama anak org dewasa sama org dewasa jangan diblokir
Hy5rx58GES4,You tube jangan lah 😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢
Hy5rx58GES4,Blok aja lah bisa sekarang sebelum telat seting akunnya umur20+ padahal umur masih 9 blok aja tua bangka bau tanah wlee
Hy5rx58GES4,Saya sangat setuju karna ini sangat bermanfaat tapi kalo YouTube saya tidak setuju
Hy5rx58GES4,Kalok YouTube kalian gak bisa bikin iklan sama berita kalok Roblox gak bisa chat sama usia di tambah gak bisa 28 Maret beh maulu apa
Hy5rx58GES4,Roblox udah gak bisa chat di tambah gak boleh nonton YouTube
Hy5rx58GES4,Ngatur banget lu😡
Hy5rx58GES4,Gue GK setuju banget umur gua 10 kita tu cuma mau hiburan kali kita tu mau bahagia tau GK lu
Hy5rx58GES4,Apakah kita masih bisa menonton walaupun tak punya akun
Hy5rx58GES4,Tapi harus konsekwen lo bapak2 yang bikin aturan.....peraturan jangan untuk RAKYAT saja....tapi harus diterapkan juga untuk keluarga dan anak2 sampean lo ya......INGAT.....berbuat dan berlakulah adil....insya Allaah jabatan danpangkat sampean akan berkah dunia akhirat...!👍👍👍
Hy5rx58GES4,Kami para anak anak tdk setuju aku masih 11 thn aku ga setuju 😭😭😭😭
Hy5rx58GES4,"Kalo pembuatan akun tidak berdasarkan  NIK tapi dengan nomor seluler, bgmna mendeteksi se²org berada 16 tahun ke bawah? Dan bgmna jika pakai identitas org lain atau memaksa pakai HP ortunya? <br>Regulasi mah gampang tapi penerapan dan pengawasan yg tdk segampang itu!"
Hy5rx58GES4,Supaya anak tau diri.
Hy5rx58GES4,"Syukur alhamdullah, bisa ada aturan ini."
Hy5rx58GES4,Se7
Hy5rx58GES4,"Nah ini baru aturan yg bener,sangat se7"
Hy5rx58GES4,Sangat sangat setuju...
Hy5rx58GES4,Setuju sekali tapi pendidikan sejarah kembalikan juga ini sangat penting untuk generasi penerus bangsa
Hy5rx58GES4,Aku U 30 gak punya tuh
Hy5rx58GES4,Nah itu setuju saya
Hy5rx58GES4,"Ini program bagus,kalau bnran jd"
Hy5rx58GES4,Setuju sekali
Hy5rx58GES4,Kami setuju kadang2 anak dibawah 16 th kll sudah maen hp rata 2semua lupa diri.setuju setuju setuju..dulu di masjid di musoollah anak2 rame pada ngaji kumpul. sekarang semua pada maen hp gak perduli waktu mantaaap
Hy5rx58GES4,Kami sgt setuju bila membenahi ke arah yg lebih good lbih positip keturunan dari kita ank Indonesia agr cerdas semua kalo pinter SDH bnyak yg keplinger ngga guna
Hy5rx58GES4,Setuju....
Hy5rx58GES4,Ngatur sialan
RsKRrIp--Mg,Akun ig anak saya masih ada nih sama chat WA
RsKRrIp--Mg,Masih bisa ah ini
RsKRrIp--Mg,Bang cara mencegah bocil membeli akun orang dewasa bisa di denda GK sih bang AQ punya tetangga songong mereka memanjakan anak ya demi keuntungan si bocil damn kedua orang tua ya walau peneninta sudah membokrir akun mereka Masih banyak bocil yang membeli akun orang dewasa itu apa ada denda ya ....
RsKRrIp--Mg,hoax
RsKRrIp--Mg,Setuju mampus  Luh bocil kerena itu belajar bocil 😂
RsKRrIp--Mg,"Gimana caranya coba membatasi nya?<br>Dengan membelokir usia gitu?<br>Kan usia bisa manipulasi, tinggal masukkan tahun lahir 1990 itu sudah dianggap dewasa meskipun yang membuat akun nya masih 10 tahun.<br>Emangnya mereka bisa tahu gitu yang bikin akun masih anak-anak atau sudah dewasa.?"
RsKRrIp--Mg,28❎✅30
RsKRrIp--Mg,Nooooooooooooooooo
RsKRrIp--Mg,"SETUJU 😊<br>Gantinya, dibuat aplikasi2 yg memang mendidik n edukasi buat ank. Thx"
RsKRrIp--Mg,Gak jadi woi
RsKRrIp--Mg,Yakin
RsKRrIp--Mg,aku si sedi kit situju sedi kit gak setuju<br>tapa yang jelas dong masa kita harus<br>tungguin dulu sii an tura di bawah 12 tahun<br>atau 10 tahun si 😡😓😭😭😭
RsKRrIp--Mg,Gaysssssssss berita pentinggg<br>Katanya gak jadi di banned karna dia udah klarifikasi soal ini
RsKRrIp--Mg,"Bg ini sykan msi 14 tahun, akun akun saya juga usia 14. Ini kok masih bisa...."
RsKRrIp--Mg,Email bisa dipalsukan 😂 usia
RsKRrIp--Mg,Menurut aku membatas kan aja video negatif di bawah umur 13 tahun kenapa karena untuk membatasi anak yang menonton yang tidak cukup umur nya dan juga tiktok atau pun Instragram dan pembullyan pun sangat tidak boleh dan YouTube berguna nya bisa belajar di layar dan menonton untuk cukup umur itu aja sih kalo aku
RsKRrIp--Mg,Kondigi:<br>Blokir Judol❌<br>Blokir MEDIA SOSIAL✔<br>KOMDIGI❌<br>KOMDITOL💩🤣🤣🤣🤣🤣✔
RsKRrIp--Mg,Gw masih disini tuh
RsKRrIp--Mg,Itu aja kalian gak boleh main blokir
RsKRrIp--Mg,Tpi kan kalu anak² tapi kalian harus sepakat ngeblokir juga judol
RsKRrIp--Mg,Bang aku masi bisa nonton youtube bang😊
RsKRrIp--Mg,"Sangat setuju dengan kebijaksanaan ini, kita sebagai orang bisa membina anak juga"
RsKRrIp--Mg,"Bye bye kiddo 😂😂😂, finally"
RsKRrIp--Mg,"Eh btw kalau kaya game bisa kan kaya stickman,block blast,gacha life"
RsKRrIp--Mg,"What besok kan tanggal 28<br>Gk bisa nonton shalawat , mewarnai , <br>Hafalan Al-quran dan belajar<br><br>Lebih baik sih di bawah umur 10 tahun aj di batasinnya<br><br>Pokoknya aku gk setuju"
RsKRrIp--Mg,"Nahh ini karna abg nya bahas nya kurang jelas ini yang tepat, di google ada yang bilang itu berita (HOAKS) dan yang lebih aneh komdigi yang post tapi ada tulisan kecil(tiktok, YouTube, bigo live, roblox, Instagram, dll)akan di nonaktifkan tapii bukan blok YouTube dan dll tapi blok akun anak di bawah 16 th nahhh itu yang lebih jelass"
RsKRrIp--Mg,Bentar donlod youtube kids dulu
RsKRrIp--Mg,Tapi katanya hoax
RsKRrIp--Mg,TAMATLAH SUDAH INIMAH
RsKRrIp--Mg,Tukang ngatur
RsKRrIp--Mg,Kalau aku gak setuju seharusnua jgn dibawah anak umur 16 karena di sekolah ku kelas 6 SD udh tka dan kelas 6 umurnya 12 sampai 13 sehrusnya dibawah unur 9 atau 11 itu lebih bagus
RsKRrIp--Mg,Apa media sosial harus minimun usia 16 tahun usiaku udah 16 tahun ke atas soalnya tanggal lahirku 26 oktober 2009
RsKRrIp--Mg,Sekarang tanggal 27 berarti besok dong
RsKRrIp--Mg,Yah aku akan punah
RsKRrIp--Mg,Aku sih setuju bgt
RsKRrIp--Mg,woy woy denger kalian semua initu hoaxs woy masa ada yang masih mau nonton kartun ada yang masih balita untuk nonton abc untuk nelajar bro
RsKRrIp--Mg,Jahat bgt padahal dengan media sosial bisa belajar loh 😭
RsKRrIp--Mg,Dah lah mending gua main pou kalo begini🙏
RsKRrIp--Mg,Kecewa berat YouTube di blokir
RsKRrIp--Mg,Singkat padat gak setuju
RsKRrIp--Mg,Dahlah GK bisa ngonten 🗿lagi
RsKRrIp--Mg,😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭
RsKRrIp--Mg,Pemerintah ga guna cuma ngomong stop judol di stop2 juga bakal di lakukiin jadi kalau mau belajar apa harus lewat apa pemerintah gblk
RsKRrIp--Mg,NGGAK SETUJU
RsKRrIp--Mg,Aplikasi hanya subscriber nanti subscriber-nya tinggal sedikit
RsKRrIp--Mg,Nggak jelas
RsKRrIp--Mg,hey ba*i kenapa lu gak blokir ml ff pubg aja gausah roblox kan roblox ada game pelajarannya kek lava matematika tebak negara kek gitu
RsKRrIp--Mg,Udah gk ada game youtube gak ad teman lagi ff dihapus kan anjin∆
RsKRrIp--Mg,Masa umur 15 14 13 12 11 10 9 nonton yt kid?
RsKRrIp--Mg,Aku ngak setuju bang kalo gitu aku ngak bisa  nonton apa-apa😠😠😠
RsKRrIp--Mg,Ngk setuju 😡 <br><br><br><br><br>Kenapa unjung unjungnya kena semua sih 😭
RsKRrIp--Mg,Hadeh oi gw kalo main game itu untuk hiburan dan YouTube untuk hiburan juga jadi jangan nonaktifkan anj😑
RsKRrIp--Mg,Youtube gak salah apa apa wok kalau emang ada chennel yang salah ya blokir aja
RsKRrIp--Mg,Umur saya masih 9 tahun 😢😢😢😢😭😭
RsKRrIp--Mg,Blokir itu situs judol Sabatoto. Kenapa bikin peraturan gk jelas.
RsKRrIp--Mg,"Pake hape emak kalian, beres masalah."
RsKRrIp--Mg,Mending kill aja yt kids soalnya ada konten ga baik
RsKRrIp--Mg,kak cari dulu itu benar atau tidak
RsKRrIp--Mg,gw yg 15 thn;aelah nanggung bet dh🗿🥀🥀
RsKRrIp--Mg,Kenapa tidak di bawah 13
RsKRrIp--Mg,Wow keren alias bodoh !!! Aku kan YouTube agak besar lah tapi kalu ada yang ngejek biasa aja aku lol
RsKRrIp--Mg,Ff gk kan
RsKRrIp--Mg,Akun yutube anak ku hilang. Padahal isinya video2 Salawat. Anakki jadi nangis kerena video salawat dan video klip yg dibuatnya hilang beserta akunnya😢😢😢😢
RsKRrIp--Mg,gak setuju dasar pemerintah g@blok
RsKRrIp--Mg,Gk
RsKRrIp--Mg,"Anak anak yg mengembangkan ide dan kreativitas mereka sampe dia udh diatas puluhan ribu subs be like:<br>&quot;Jadi kamu bilang kalo ini akan membantu kami? Hal ini hanya dapat merusakkan mental anak dan akan membuat anak2 memendam kelebihan mereka hanya karena kejadian ini&quot;<br>Masih mending kalau itu dinonaktifkan terus kalau udah 16 tahun itu bisa dibuka lagi dan itu tidak akan mengubah channel nya, lha ini harus buat lagi 🗿<br><br><br><br><br> terlalu memecahkan masalah sekali ya..."
RsKRrIp--Mg,Kalau judol di iklan game kayak mana bang????
RsKRrIp--Mg,Gw bilang BIGO live buat ap?
RsKRrIp--Mg,Saya nggak setuju 🥀🥀
RsKRrIp--Mg,Jadi misalnya aku umur 15 tahun aku ulang tahun 2 april jadi umur ku 16 tahu apakah akun ku akan dibuka -_-
RsKRrIp--Mg,Komdigi sampah tolol ngetok bangsat bodoh dongo
RsKRrIp--Mg,Saya tidak setuju
RsKRrIp--Mg,Mending mah di batasi dari pada di ban ( setuju? )
RsKRrIp--Mg,Nggak setuju
RsKRrIp--Mg,Yuk para bocil demo demo harus nya korupsi aja jangan blokir pemerintah tolol
RsKRrIp--Mg,Anak anak tidak setuju Nanti namanya medsos baru nya koruptube
RsKRrIp--Mg,Woi kan bisa juga main yang lain🫤😊
RsKRrIp--Mg,Gak bebas bet ni negara
RsKRrIp--Mg,Kenapa roblox bang bukan nya roblox lebih ke game ya bukan sosmed
RsKRrIp--Mg,Nggk setuju😢😢😢😢
RsKRrIp--Mg,Ganti nama komkondigi
RsKRrIp--Mg,Setuju👍 saya berumur 15
RsKRrIp--Mg,Kasian Cok konten kreator yang cari nafkah lewat medsos
RsKRrIp--Mg,Itu hoax<br>Yang dimaksud hoax itu <br>Sosmed nya akan di blokir itu hoax yang benar itu dibatasi saja
RsKRrIp--Mg,Kita akan kembali ke YouTube kids
RsKRrIp--Mg,pliss aku di akun lain udah subscriber nya 435😭😭😭
RsKRrIp--Mg,Jadi pengen demo
RsKRrIp--Mg,"PERHATIAN:BACA!!! <br>woyyyy ini tuh bukan DIBLOKIR ya bre... <br>tapi dibatasi<br>kalo diblokir yang ada dihujat bocil 16 kebawah<br>jadi akun lu masih ada walau kita gak bisa liat akun kita sendiri... <br>Kita tinggal nunggu umur 16 , nanti di kembaliin yaa guys, <br><br><b>tapi bisa diakalin pake memalsukan umur akun</b><br><br>catatan:yang pake hp ortu:awikwokwikwok aman banget"
RsKRrIp--Mg,Gak setujusih
RsKRrIp--Mg,Coba satu orang yang di blokir
RsKRrIp--Mg,"Kan cuma akun, kan berarti masih bisa nonton yt tapi gak bisa buat video bagi anak dibawah umur 16 thn"
RsKRrIp--Mg,Itu cuman dibatasi blokir❌dibatasi✔️
RsKRrIp--Mg,😭😭😭😭😭😭😭
RsKRrIp--Mg,Kalo aku mau seharusnya jgn di bawah 16 Krn di sekolah gw kalo kls 6 udh tka dan kls 6 umurnya 12 seharusnya dibawah 9-10 atau 11-12 di nonaktifkan lebih bagus
RsKRrIp--Mg,Cara bagus<br>Nonton dari YouTube dari chrome <br>Main Roblox baru bikin tahun jaman majapahit
RsKRrIp--Mg,Nanti Kita Saat 28 mar 2026 kita demo yuk siapa yang mau ikut
RsKRrIp--Mg,Gak gua gak setuju 🥀🥀
RsKRrIp--Mg,woi anjing ini anak kecil juga lama lama gini demo nih 😡😡😡😡😡😡😡
RsKRrIp--Mg,Untung gw gk ngelawan ortu
