video_id,comment,clean_comment,label,label_id
RsKRrIp--Mg,Jadi pengen demo,jadi pengen demo,negative,0
2BdXibzPPyc,Setuju sih tapi jangan berlebihan 🗿,setuju sih tapi jangan berlebihan,positive,2
QDj0g7Xw2rg,Woi sosmed bisa dapet edukasi Cok caper bgt kayak bocil tau gak!? GILIRAN JUDI DILINDUNGI!!! Judi dari jaman ada hp gak di apa-apain!!! Mana judi dilindungi terus lagi!! Udah di demo malah gak kapok sok-sok-an jadi pemerintah malah asik blokir sesukanya!!,woi sosmed bisa dapet edukasi cok caper bgt kayak bocil tau gak giliran judi dilindungi judi dari jaman ada hp gak di apaapain mana judi dilindungi terus lagi udah di demo malah gak kapok soksokan jadi pemerintah malah asik blokir sesukanya,negative,0
LFfRhLKHdJA,"Bagus walaupun terlambat , negara lain sdh terlebih dahulu mengambil langkah ini.",bagus walaupun terlambat negara lain sdh terlebih dahulu mengambil langkah ini,positive,2
p8p-sAq_hhI,Saya tidak setuju!,saya tidak setuju,negative,0
19eKDDkJt6w,Emang babi harusnya ma gini misalnya orang tua harus ngajarin cara makan ikan yg mana yg ada duri atau tidak terus harusnya pemerintah di upgrade lagi dong kayak lafe dietas emang pemerintah goblok tapi korupsi gk di berhenti in,emang babi harusnya ma gini misalnya orang tua harus ngajarin cara makan ikan yg mana yg ada duri atau tidak terus harusnya pemerintah di upgrade lagi dong kayak lafe dietas emang pemerintah goblok tapi korupsi gk di berhenti in,negative,0
viGBwFO3nDA,Akhir nya bocil bocil kematian akun nya di nonaktif kan😇😇😇 untung umur saya 17 thn,akhir nya bocil bocil kematian akun nya di nonaktif kan untung umur saya 17 thn,positive,2
p8p-sAq_hhI,"Udah telat woi pembatasannya, anak anak mah udah tau semua",udah telat woi pembatasannya anak anak mah udah tau semua,negative,0
dVTaBKZLsds,"Yang jelas HP merusak anak anak bisa emang negara membatasi program yutup Gogel ingat rehabilitasi kena dampak HP ini sulit sembuh dari pada orang kena narkoba dan barang barang haram dipakai apakah negara ingin jerumusi generasi muda kedepan dengan pendidikan dering ,lebih aman menual dari pada elektronik ingat pencurian lebih banyak lewat elek tronik pembunuhan pun begitu mang kanya penting guru mendidik adap aklag prilaku diperatekkin langsung emang prokram elektronik bisa????!!!! Cuman tiori aja okesalam sadar",yang jelas hp merusak anak anak bisa emang negara membatasi program yutup gogel ingat rehabilitasi kena dampak hp ini sulit sembuh dari pada orang kena narkoba dan barang barang haram dipakai apakah negara ingin jerumusi generasi muda kedepan dengan pendidikan dering lebih aman menual dari pada elektronik ingat pencurian lebih banyak lewat elek tronik pembunuhan pun begitu mang kanya penting guru mendidik adap aklag prilaku diperatekkin langsung emang prokram elektronik bisa cuman tiori aja okesalam sadar,positive,2
iLERE4VmtZc,Yg harus dibenerin situs luarnya blokir aja google youtube dll klo g tegas,yg harus dibenerin situs luarnya blokir aja google youtube dll klo g tegas,positive,2
xOLutbfafBo,"apa apaan dah hp hp sendiri yang beli orang tua kok yang ngatur pemerintah, kita juga butuh medsos buat belajar hp hp nya siapa yang ngatur pemerintah",apa apaan dah hp hp sendiri yang beli orang tua kok yang ngatur pemerintah kita juga butuh medsos buat belajar hp hp nya siapa yang ngatur pemerintah,negative,0
aZEtsruDoQc,Bagaimana dengan impian saya,bagaimana dengan impian saya,negative,0
cqVq6jZn0CM,Kalian sadar gak kalau kita harus tunggu bertahun tahun? Macam hal yang biasa untuk kalian tapi kita gak,kalian sadar gak kalau kita harus tunggu bertahun tahun macam hal yang biasa untuk kalian tapi kita gak,negative,0
hzDavp3DQo4,Sok pinter,sok pinter,negative,0
aZEtsruDoQc,kenapa roblox doang ff game yang mengajarkan anak anak tembak tembakan ml pupj gimana tuh kan ga adil harusnya ff ml sama pupj juga dibaned,kenapa roblox doang ff game yang mengajarkan anak anak tembak tembakan ml pupj gimana tuh kan ga adil harusnya ff ml sama pupj juga dibaned,negative,0
RsKRrIp--Mg,Youtube gak salah apa apa wok kalau emang ada chennel yang salah ya blokir aja,youtube gak salah apa apa wok kalau emang ada chennel yang salah ya blokir aja,negative,0
C8XBDjbPNNU,"bro and sis, i mean media sosial gak seharusnya ditindak sampai sejauh itu, karena dari yang saya alami sendiri, banyak ability/kemampuan yang bisa kudapatkan, semisalnya ini peraturan sudah ada dari dulu, i cann&#39;t get ability ngoding, fotografi or videografi, graphic design, drawing, and many things, that all ability i can do because media social and now you what to block all, i don&#39;t get it, i need an more explanation???",bro and sis i mean media sosial gak seharusnya ditindak sampai sejauh itu karena dari yang saya alami sendiri banyak abilitykemampuan yang bisa kudapatkan semisalnya ini peraturan sudah ada dari dulu i cannt get ability ngoding fotografi or videografi graphic design drawing and many things that all ability i can do because media social and now you what to block all i dont get it i need an more explanation,negative,0
vk2Ynj24qNA,Nah nah kalok Roblox di blokir kok  judol gak di blokir urusin korupsi aja enggak di urusin kan masih banyak game kecuali Roblox kayak ml HOK ff juga kok gak di blokir kocak banget,nah nah kalok roblox di blokir kok judol gak di blokir urusin korupsi aja enggak di urusin kan masih banyak game kecuali roblox kayak ml hok ff juga kok gak di blokir kocak banget,neutral,1
lM-QZ4uCXuk,Kita jadi lemes karena dengerin suara menyebalkan itu,kita jadi lemes karena dengerin suara menyebalkan itu,negative,0
fX2bE5ecHy4,"aturan aneh, kami semua anak anak tidak terima dengan aturan ini! Tidak semua yang ada di sosmed itu negatif, ada juga kok yang positif, tolong jangan se enak nya membatasi bermain sosmed seperti, kami anak anak Indonesia juga berhak menggunakan sosmed seperti belajar dan lain lain, jadi saya minta dan memohon aturan ini di batalkan",aturan aneh kami semua anak anak tidak terima dengan aturan ini tidak semua yang ada di sosmed itu negatif ada juga kok yang positif tolong jangan se enak nya membatasi bermain sosmed seperti kami anak anak indonesia juga berhak menggunakan sosmed seperti belajar dan lain lain jadi saya minta dan memohon aturan ini di batalkan,negative,0
hzDavp3DQo4,Diam lu ngatur muluk,diam lu ngatur muluk,negative,0
hzDavp3DQo4,"Setuju emang harus di ban ,bocil&quot; sekarang banyak yang ga bener dari cara bicaranya sampe kelakuan ny",setuju emang harus di ban bocil sekarang banyak yang ga bener dari cara bicaranya sampe kelakuan ny,positive,2
JrCe8CVR1KY,"Ini maksudnya akun di delete atau di block sementara? Menurut saya opini sendiri sebaiknya berikan screentime limiter terlebih dahulu secara bertahap, dan jika sudah tidak terkontrol diblock. Jujur saya lebih setuju kalau 13+ yang hanya bisa menggunakan sosmed dan Roblox karena 13 tahun membutuhkan sosmed seperti YouTube untuk mencari lomba lomba dan bahan belajar. Beberapa siswa juga telah melakukan karir konten kreator untuk membuat penghasilan. Adakah yang setuju?",ini maksudnya akun di delete atau di block sementara menurut saya opini sendiri sebaiknya berikan screentime limiter terlebih dahulu secara bertahap dan jika sudah tidak terkontrol diblock jujur saya lebih setuju kalau 13 yang hanya bisa menggunakan sosmed dan roblox karena 13 tahun membutuhkan sosmed seperti youtube untuk mencari lomba lomba dan bahan belajar beberapa siswa juga telah melakukan karir konten kreator untuk membuat penghasilan adakah yang setuju,positive,2
vk2Ynj24qNA,Iya kasihan bocil nyee,iya kasihan bocil nyee,negative,0
_M85Z0Beq_g,eee itu bukan gue itu anak anak bandel  looo Napa gua juga ha Napa lu😡😡🤬🤬🤬,eee itu bukan gue itu anak anak bandel looo napa gua juga ha napa lu,negative,0
R1hQwelEGvU,Tidak setuju,tidak setuju,negative,0
hzDavp3DQo4,Free fire gimana masa gak di Batasin banyak bocil kalo kalah bakal ngomong kasar teriak teriak ngambek hp dibanting <br>Main tembak tembakan kayak mau ngeb*n*h orang aja<br>Itu kayak hobi main tembak tembakan yah 👊,free fire gimana masa gak di batasin banyak bocil kalo kalah bakal ngomong kasar teriak teriak ngambek hp dibanting main tembak tembakan kayak mau ngebnh orang ajaitu kayak hobi main tembak tembakan yah,negative,0
RsKRrIp--Mg,Mending mah di batasi dari pada di ban ( setuju? ),mending mah di batasi dari pada di ban setuju,neutral,1
iLERE4VmtZc,Anak2 ga sebodoh itu memasukan usia aslinya saat buat akun😅,anak2 ga sebodoh itu memasukan usia aslinya saat buat akun,neutral,1
lM-QZ4uCXuk,kita mau demontrasi kayak gini 👹👹,kita mau demontrasi kayak gini,negative,0
vk2Ynj24qNA,Umur 10-16 tahun perlu hak dan jika mereka ketinggalan akan di katain lahir zaman batu kamu dan saya merasa ketinggalan zaman biasa nya akan di ejek dan tidak?,umur 1016 tahun perlu hak dan jika mereka ketinggalan akan di katain lahir zaman batu kamu dan saya merasa ketinggalan zaman biasa nya akan di ejek dan tidak,negative,0
LSrWXE05LNY,Emang lu pikir kita nggak akan melawan kita akan melawan,emang lu pikir kita nggak akan melawan kita akan melawan,negative,0
viGBwFO3nDA,Roblox di awasi✅<br><br>Judi gk di awasi❌❌❌<br>Pemerintah tolo-,roblox di awasijudi gk di awasipemerintah tolo,negative,0
xOLutbfafBo,Saya gaterima yuo tube diblokir saya belajar kreatif dari YouTube Saya belajar gambar dari YouTube masa mau diblokir <br>Walaupun saya di bawah 16 tahun YouTube yang buat saya kreatif,saya gaterima yuo tube diblokir saya belajar kreatif dari youtube saya belajar gambar dari youtube masa mau diblokir walaupun saya di bawah 16 tahun youtube yang buat saya kreatif,negative,0
aZEtsruDoQc,Salah pikih persiden kah kita,salah pikih persiden kah kita,negative,0
dVTaBKZLsds,Ujung2 nya orang tua yang di kasi kerjaan lagi. 😂😂😂,ujung2 nya orang tua yang di kasi kerjaan lagi,neutral,1
_M85Z0Beq_g,Gak setuju!!!!!,gak setuju,negative,0
Hy5rx58GES4,Kami para anak anak tdk setuju aku masih 11 thn aku ga setuju 😭😭😭😭,kami para anak anak tdk setuju aku masih 11 thn aku ga setuju,negative,0
QDj0g7Xw2rg,Cara kita belajar gimana misalnya matematika kita aja nonton di youtube agar lebih paham kalo bisa bikin scan wajah aja itu lebih bagus dari pada kayak gini malah bikin bodo rakyat ini orang tua juga bisa ambil hp anaknya itu aja udah gampang.,cara kita belajar gimana misalnya matematika kita aja nonton di youtube agar lebih paham kalo bisa bikin scan wajah aja itu lebih bagus dari pada kayak gini malah bikin bodo rakyat ini orang tua juga bisa ambil hp anaknya itu aja udah gampang,negative,0
JrCe8CVR1KY,Untung ini hp ibu ku buat barengan hehe😊😊,untung ini hp ibu ku buat barengan hehe,neutral,1
nVMFsgHRcnY,"Good job, lanjutkan.",good job lanjutkan,positive,2
viGBwFO3nDA,Itu bukan di blokir itu dibatasin,itu bukan di blokir itu dibatasin,neutral,1
0Sa4S97M-uM,"Gak mutu kebijakan tingkat RT cuk. Gini kalo emak2 jadi mentri, ngurusin hal2 receh",gak mutu kebijakan tingkat rt cuk gini kalo emak2 jadi mentri ngurusin hal2 receh,negative,0
QDj0g7Xw2rg,"Pemerintah otak segede kacang ijo. Bagaimana dengan judol, bagaimana dengan korupsi, kita anak2 kecil hanya ingin belajar menggunakan handphone. Ini dunia digital. Ketik 1 untuk tidak mendukung pemerintah!!!",pemerintah otak segede kacang ijo bagaimana dengan judol bagaimana dengan korupsi kita anak2 kecil hanya ingin belajar menggunakan handphone ini dunia digital ketik 1 untuk tidak mendukung pemerintah,negative,0
OBb8iLYgMu4,AMAAAAAAN,amaaaaaan,positive,2
aZEtsruDoQc,gini YouTuber butuh penonton dan like nanti YouTuber mau kerja dimana di mbg,gini youtuber butuh penonton dan like nanti youtuber mau kerja dimana di mbg,negative,0
LSrWXE05LNY,Kenapa kamu ngatur saya gak suka iya si perhatian tapi namanya anak anak kan urusan kami bukan kamu pemerintah gak usah bikin anak anak rewel anak anak butuh hiburan memang kamu siapa ngatur ngatur anak anak kamu dulu pasti main hp juga,kenapa kamu ngatur saya gak suka iya si perhatian tapi namanya anak anak kan urusan kami bukan kamu pemerintah gak usah bikin anak anak rewel anak anak butuh hiburan memang kamu siapa ngatur ngatur anak anak kamu dulu pasti main hp juga,negative,0
LFfRhLKHdJA,Udah Telatt!!,udah telatt,negative,0
hzDavp3DQo4,tenang saja itu hanya dibatasi bukan dihapus,tenang saja itu hanya dibatasi bukan dihapus,positive,2
2BdXibzPPyc,Hmm apa rasanya aku tanpa YouTube+roblox,hmm apa rasanya aku tanpa youtuberoblox,neutral,1
RsKRrIp--Mg,Singkat padat gak setuju,singkat padat gak setuju,negative,0
19eKDDkJt6w,Coba deh Jepang bisa sukses karna program game lohh,coba deh jepang bisa sukses karna program game lohh,negative,0
_M85Z0Beq_g,Untung umurku 31,untung umurku 31,neutral,1
viGBwFO3nDA,Singkat padat gw di bolehin ortu padahal 9 tahun🗿😹😹 kalau gak di bolehin bisa minta tolong Abang Abang gw juga mau kok,singkat padat gw di bolehin ortu padahal 9 tahun kalau gak di bolehin bisa minta tolong abang abang gw juga mau kok,negative,0
vk2Ynj24qNA,"Kok tega sih?, tanpa bocil bocil YouTube ku pasti sepi.. ;(",kok tega sih tanpa bocil bocil youtube ku pasti sepi,negative,0
Hy5rx58GES4,Tapi harus konsekwen lo bapak2 yang bikin aturan.....peraturan jangan untuk RAKYAT saja....tapi harus diterapkan juga untuk keluarga dan anak2 sampean lo ya......INGAT.....berbuat dan berlakulah adil....insya Allaah jabatan danpangkat sampean akan berkah dunia akhirat...!👍👍👍,tapi harus konsekwen lo bapak2 yang bikin aturanperaturan jangan untuk rakyat sajatapi harus diterapkan juga untuk keluarga dan anak2 sampean lo yaingatberbuat dan berlakulah adilinsya allaah jabatan danpangkat sampean akan berkah dunia akhirat,positive,2
LSrWXE05LNY,KAN HP KAMI BULAN HP LO APA HAK NYA LO YG NGATUR HP KAMI HAH!!!!!!! SOSMED DI DILARANG LALU BAGAI MANA CARA KAMI HASILKAN UANG KAMI JUGA HASIL KAN UANG DARI SOSMED!!!!!!!!!!!!!!! KALAU SOSMED DIHAPUS MAU KASIH KAMI UANG HAH!!!!,kan hp kami bulan hp lo apa hak nya lo yg ngatur hp kami hah sosmed di dilarang lalu bagai mana cara kami hasilkan uang kami juga hasil kan uang dari sosmed kalau sosmed dihapus mau kasih kami uang hah,negative,0
JrCe8CVR1KY,YouTube atau YouTube kids bolehlah,youtube atau youtube kids bolehlah,neutral,1
R1hQwelEGvU,"negara luar yg lebih maju aja ga kayak gini😂, sosmed&quot; yang di batasi itu jga kan bsa buat belajar, nanti yang ga pernah sama sekali ikut&quot;an hal negatif juga harus pasrah, banyak banget hal yg di larang di negara ini, maju juga engga, banyak loh pejabat di negara ini yg korupsi, tapi ga dicegah tu?",negara luar yg lebih maju aja ga kayak gini sosmed yang di batasi itu jga kan bsa buat belajar nanti yang ga pernah sama sekali ikutan hal negatif juga harus pasrah banyak banget hal yg di larang di negara ini maju juga engga banyak loh pejabat di negara ini yg korupsi tapi ga dicegah tu,negative,0
aZEtsruDoQc,WOIII KOMDIGI MIKIR!!! INI MASA DEPAN BANGSA KITA!!! YOUTUBE BISA BUAT BERKARYA ANAK ANAK BUAT KARYA TUH SEKARANG GAMPANG!!!! MAU SEBARIN INFORMASI BERMANFAAT JUGA GAMPANG!!!!! ATURAN APA INI GAK JELAS!!!,woiii komdigi mikir ini masa depan bangsa kita youtube bisa buat berkarya anak anak buat karya tuh sekarang gampang mau sebarin informasi bermanfaat juga gampang aturan apa ini gak jelas,negative,0
_M85Z0Beq_g,Horeee tiktok di blokir 🎉🎉🎉,horeee tiktok di blokir,positive,2
fX2bE5ecHy4,Lebih gila kau ya kau buat kami smkin marah pemerintah kota jakar ta memang apsalahnya itu aja pun aneh dasar gak punya otak pemerintah ibu kota anj mikirlah orang mainkan game roblox itu kan enak  terus belajar,lebih gila kau ya kau buat kami smkin marah pemerintah kota jakar ta memang apsalahnya itu aja pun aneh dasar gak punya otak pemerintah ibu kota anj mikirlah orang mainkan game roblox itu kan enak terus belajar,negative,0
C8XBDjbPNNU,Kurang ajar ngapain YouTube ikut dibatasi juga 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬,kurang ajar ngapain youtube ikut dibatasi juga,negative,0
hzDavp3DQo4,GK usah ngatur kita tu butuh bukannya di nonaktifkan ya 🗿🗿🗿,gk usah ngatur kita tu butuh bukannya di nonaktifkan ya,negative,0
viGBwFO3nDA,Walaupun saya gak peduli dengan x facebook dan tiktok karena saya juga jarang main itu sekalian YouTube karena udah ada go tube hanya Roblox doang yang masalahnya menurut saya karena saya dah kebiasaan main game di situ Dan saya lumayan malas main game lain jadi walaupun saya Masih setuju dikit dengan sosmed lain mendingan gak usah roblox,walaupun saya gak peduli dengan x facebook dan tiktok karena saya juga jarang main itu sekalian youtube karena udah ada go tube hanya roblox doang yang masalahnya menurut saya karena saya dah kebiasaan main game di situ dan saya lumayan malas main game lain jadi walaupun saya masih setuju dikit dengan sosmed lain mendingan gak usah roblox,neutral,1
fX2bE5ecHy4,"Saya peringatkan sekali lagi ya buk,hati hati jika sebentar lagi ada demo dan lain lain,karena pejabatnya yang kurang,hati hati,nanti rumah dan kantor ibu dijarah para warga, sekian terima kasih 😊,semoga rumah dan kantor ibu dijajah,dan ibu tidak berhasil menerapkan peraturan gj dan sok ngatur ini😊",saya peringatkan sekali lagi ya bukhati hati jika sebentar lagi ada demo dan lain lainkarena pejabatnya yang kuranghati hatinanti rumah dan kantor ibu dijarah para warga sekian terima kasih semoga rumah dan kantor ibu dijajahdan ibu tidak berhasil menerapkan peraturan gj dan sok ngatur ini,negative,0
fX2bE5ecHy4,AKU TIDAK TAHAN SEKARANG PEMERINTAH ! suka banget merusak kesenangan kita 🤬,aku tidak tahan sekarang pemerintah suka banget merusak kesenangan kita,negative,0
2YHfX7PzVNM,Iya telat kita nih<br>Wong china yang punya tiktok saya harus 17 plus baru boleh medsos,iya telat kita nihwong china yang punya tiktok saya harus 17 plus baru boleh medsos,negative,0
viGBwFO3nDA,"cuman dibatasin doang kok bukan diblokir, jadi aman akun kalian😅",cuman dibatasin doang kok bukan diblokir jadi aman akun kalian,positive,2
JrCe8CVR1KY,Medsos/ game diblokir<br>Koruptor dibiarin <br>Gk adil GK sih😢,medsos game diblokirkoruptor dibiarin gk adil gk sih,neutral,1
TdyE62mSXx0,Tolong hentikan sekarang dari pada anak anak terus menangis sedih dan galau,tolong hentikan sekarang dari pada anak anak terus menangis sedih dan galau,negative,0
viGBwFO3nDA,Menurut gua harus nya umur 7 kebawah aja,menurut gua harus nya umur 7 kebawah aja,negative,0
V_mvjaonG-w,Alhamdulillah biar anak2 Indonesia gak main hp trus 1 lagi bnyak anak di bawah umur berurusan dengan hukum membunuh lah dll,alhamdulillah biar anak2 indonesia gak main hp trus 1 lagi bnyak anak di bawah umur berurusan dengan hukum membunuh lah dll,positive,2
Hy5rx58GES4,Ngatur banget lu😡,ngatur banget lu,negative,0
C8XBDjbPNNU,di kasih uang berapa itu yg ngomong,di kasih uang berapa itu yg ngomong,neutral,1
V_mvjaonG-w,Lho jadi harus pakai ktp dong buat konfirmasi usia? Siap-siap dijerat pinjol dan judol nih datamu wkwk,lho jadi harus pakai ktp dong buat konfirmasi usia siapsiap dijerat pinjol dan judol nih datamu wkwk,neutral,1
hzDavp3DQo4,Kumparan jahat,kumparan jahat,negative,0
OBb8iLYgMu4,Dasar pemerintah oon,dasar pemerintah oon,negative,0
0Sa4S97M-uM,Mantap bu jangan lupa blokir judol juga secara bertahap,mantap bu jangan lupa blokir judol juga secara bertahap,positive,2
2BdXibzPPyc,g peduli lgi gue,g peduli lgi gue,neutral,1
C8XBDjbPNNU,Kalau Youtube Kids Its Okelah Bebas,kalau youtube kids its okelah bebas,neutral,1
viGBwFO3nDA,Oh bertahap pantes blm kena,oh bertahap pantes blm kena,neutral,1
NzMXdwZm8B0,Gua belajar dari mana gitu orang aku tuh belajar di you tube,gua belajar dari mana gitu orang aku tuh belajar di you tube,negative,0
viGBwFO3nDA,😮‍💨 sebenarnya itu sangat tidak baik 🙂 itu sangat tidak baik karena aku adalah anak kecil dan memainkan game Roblox yang sangat baik tapi kenapa diblokir karena banyak yang tidak suka sama game Roblox dan mereka cuman membuat karakter mereka khususnya mereka mau 😬 Roblox Tik tok YouTube dan Instagram Facebook itu gara-gara bocil yang memainkan Roblox dan akhirnya semua pun diblokir😢,sebenarnya itu sangat tidak baik itu sangat tidak baik karena aku adalah anak kecil dan memainkan game roblox yang sangat baik tapi kenapa diblokir karena banyak yang tidak suka sama game roblox dan mereka cuman membuat karakter mereka khususnya mereka mau roblox tik tok youtube dan instagram facebook itu garagara bocil yang memainkan roblox dan akhirnya semua pun diblokir,negative,0
Hy5rx58GES4,"Kalo pembuatan akun tidak berdasarkan  NIK tapi dengan nomor seluler, bgmna mendeteksi se²org berada 16 tahun ke bawah? Dan bgmna jika pakai identitas org lain atau memaksa pakai HP ortunya? <br>Regulasi mah gampang tapi penerapan dan pengawasan yg tdk segampang itu!",kalo pembuatan akun tidak berdasarkan nik tapi dengan nomor seluler bgmna mendeteksi seorg berada 16 tahun ke bawah dan bgmna jika pakai identitas org lain atau memaksa pakai hp ortunya regulasi mah gampang tapi penerapan dan pengawasan yg tdk segampang itu,negative,0
LFfRhLKHdJA,Kita main apa ya kita depresi,kita main apa ya kita depresi,negative,0
LFfRhLKHdJA,Telat,telat,negative,0
vk2Ynj24qNA,Saya mau belajar pianika dari mana?. Youtube diblokir,saya mau belajar pianika dari mana youtube diblokir,negative,0
Hy5rx58GES4,"Nah ini baru aturan yg bener,sangat se7",nah ini baru aturan yg benersangat se7,positive,2
hzDavp3DQo4,Yang nggak setuju Roblox dihapus <br>👇<br>👇<br>👇,yang nggak setuju roblox dihapus,negative,0
0Sa4S97M-uM,"Peraturan apaan ini, emang mau penjarah penuh 😅",peraturan apaan ini emang mau penjarah penuh,negative,0
RsKRrIp--Mg,Tukang ngatur,tukang ngatur,negative,0
xOLutbfafBo,Kalo asli juga bakal banyak yg nonton 😂,kalo asli juga bakal banyak yg nonton,neutral,1
lM-QZ4uCXuk,Mantap.. tolong diimbangi juga dengan peningkatan SDM guru,mantap tolong diimbangi juga dengan peningkatan sdm guru,positive,2
hzDavp3DQo4,Masa depan terus di pikirin di kira kita di bumi selama ya entar kiamat,masa depan terus di pikirin di kira kita di bumi selama ya entar kiamat,negative,0
V_mvjaonG-w,bagus harus dimulai ini ..,bagus harus dimulai ini,positive,2
Hy5rx58GES4,aku tidak setuju,aku tidak setuju,negative,0
QDj0g7Xw2rg,"WOI GW BELAJAR PAKE MEDSOS, MIKIR PAKE OTAK",woi gw belajar pake medsos mikir pake otak,negative,0
vk2Ynj24qNA,Tai,tai,negative,0
viGBwFO3nDA,mending main game puzzle sama cookie run.....,mending main game puzzle sama cookie run,neutral,1
2BdXibzPPyc,13-16 tahun kan? Bukan 12 tahun?,1316 tahun kan bukan 12 tahun,negative,0
2BdXibzPPyc,NGGAK AKU NGGAK SETUJU,nggak aku nggak setuju,negative,0
RsKRrIp--Mg,Gak bebas bet ni negara,gak bebas bet ni negara,negative,0
R1hQwelEGvU,Padahal aku pengen jadi animator sejak remaja. Aku ini diatas 13 tahun tapi pengen jadi animator. Aku selalu kejar cita2ku dan ku up di medsos. :(,padahal aku pengen jadi animator sejak remaja aku ini diatas 13 tahun tapi pengen jadi animator aku selalu kejar cita2ku dan ku up di medsos,negative,0
TdyE62mSXx0,Saya tidak setuju kenapa dodol nggak diblokir kenapa kotor dibiarin kenapa kenapa kalian nggak urusin koruptor kenapa kalian nggak urusin jodol dan kalian malah urusin sosmed Saya tidak setuju,saya tidak setuju kenapa dodol nggak diblokir kenapa kotor dibiarin kenapa kenapa kalian nggak urusin koruptor kenapa kalian nggak urusin jodol dan kalian malah urusin sosmed saya tidak setuju,negative,0
fX2bE5ecHy4,Demo demo demo demo,demo demo demo demo,negative,0
19eKDDkJt6w,judol kapan di atasi 😢,judol kapan di atasi,neutral,1
V_mvjaonG-w,Setujuuuuuu banget kalau benar benar terlaksana,setujuuuuuu banget kalau benar benar terlaksana,positive,2
V_mvjaonG-w,Sangat setuju.<br>Meski terlambat namun lebih baik terlambat daripada tidak sama sekali.,sangat setujumeski terlambat namun lebih baik terlambat daripada tidak sama sekali,positive,2
cqVq6jZn0CM,"Permisi. .<br>Maaf.. namun KENAPA HARUS YOUTUBE JUGA...bagaimana perjuangan anak di bawah 16 tahun yg sudah mencapai 100k subs..hey..PENCAPAIAN SEPERTI ITU TIDAK MUDAH..maaf mungkin aku memang hanya anak kecil,,entah aku berhak bersuara atau tidak..tapi..yah<br>Hha..kmi hanya rakyat yg mengikuti aturan pemerintah<br>Maaf jika saya lancang..tpi memang itu kenyataan..kalian para orang tua (maafff sekali lagi jika lancang) hanya melihat sisi buruk kami bermain platform media sosial..memang sebagian dri kmi banyak yg menyalah gunakan media sosial..tpi huft..<br>Sudahlah..<br>Kmi anak² juga btuh hiburan.<br>Sekian sekali lagi maaf jika ada kata² yg tidak mengenakkan",permisi maaf namun kenapa harus youtube jugabagaimana perjuangan anak di bawah 16 tahun yg sudah mencapai 100k subsheypencapaian seperti itu tidak mudahmaaf mungkin aku memang hanya anak kecilentah aku berhak bersuara atau tidaktapiyahhhakmi hanya rakyat yg mengikuti aturan pemerintahmaaf jika saya lancangtpi memang itu kenyataankalian para orang tua maafff sekali lagi jika lancang hanya melihat sisi buruk kami bermain platform media sosialmemang sebagian dri kmi banyak yg menyalah gunakan media sosialtpi huftsudahlahkmi anak juga btuh hiburansekian sekali lagi maaf jika ada kata yg tidak mengenakkan,negative,0
R1hQwelEGvU,Pemerintah dodol🤬🤬,pemerintah dodol,negative,0
LSrWXE05LNY,Birain rakyatnya bebas napa siii😡😡😡😡😡 sok asikkk,birain rakyatnya bebas napa siii sok asikkk,negative,0
JrCe8CVR1KY,Terus saya sudah tidak bisa menikmati youtube lagi,terus saya sudah tidak bisa menikmati youtube lagi,negative,0
