video_id,comment,clean_comment,score,label,label_id
Hy5rx58GES4,Setuju sekali,setuju sekali,-4,negative,0
Hy5rx58GES4,Kami setuju kadang2 anak dibawah 16 th kll sudah maen hp rata 2semua lupa diri.setuju setuju setuju..dulu di masjid di musoollah anak2 rame pada ngaji kumpul. sekarang semua pada maen hp gak perduli waktu mantaaap,kami setuju kadang2 anak dibawah 16 th kll sudah maen hp rata 2semua lupa diri setuju setuju setuju dulu di masjid di musoollah anak2 rame pada ngaji kumpul sekarang semua pada maen hp gak perduli waktu mantaaap,-34,negative,0
Hy5rx58GES4,Kami sgt setuju bila membenahi ke arah yg lebih good lbih positip keturunan dari kita ank Indonesia agr cerdas semua kalo pinter SDH bnyak yg keplinger ngga guna,kami sgt setuju bila membenahi ke arah yg lebih good lbih positip keturunan dari kita ank indonesia agr cerdas semua kalo pinter sdh bnyak yg keplinger ngga guna,-9,negative,0
Hy5rx58GES4,Setuju....,setuju,-3,negative,0
Hy5rx58GES4,Ngatur sialan,ngatur sialan,-5,negative,0
RsKRrIp--Mg,Akun ig anak saya masih ada nih sama chat WA,akun ig anak saya masih ada nih sama chat wa,-3,negative,0
RsKRrIp--Mg,Bang cara mencegah bocil membeli akun orang dewasa bisa di denda GK sih bang AQ punya tetangga songong mereka memanjakan anak ya demi keuntungan si bocil damn kedua orang tua ya walau peneninta sudah membokrir akun mereka Masih banyak bocil yang membeli akun orang dewasa itu apa ada denda ya ....,bang cara mencegah bocil membeli akun orang dewasa bisa di denda gk sih bang aq punya tetangga songong mereka memanjakan anak ya demi keuntungan si bocil damn kedua orang tua ya walau peneninta sudah membokrir akun mereka masih banyak bocil yang membeli akun orang dewasa itu apa ada denda ya,-10,negative,0
RsKRrIp--Mg,hoax,hoax,-5,negative,0
RsKRrIp--Mg,Setuju mampus  Luh bocil kerena itu belajar bocil 😂,setuju mampus luh bocil kerena itu belajar bocil,-7,negative,0
RsKRrIp--Mg,"Gimana caranya coba membatasi nya?<br>Dengan membelokir usia gitu?<br>Kan usia bisa manipulasi, tinggal masukkan tahun lahir 1990 itu sudah dianggap dewasa meskipun yang membuat akun nya masih 10 tahun.<br>Emangnya mereka bisa tahu gitu yang bikin akun masih anak-anak atau sudah dewasa.?",gimana caranya coba membatasi nya dengan membelokir usia gitu kan usia bisa manipulasi tinggal masukkan tahun lahir 1990 itu sudah dianggap dewasa meskipun yang membuat akun nya masih 10 tahun emangnya mereka bisa tahu gitu yang bikin akun masih anak anak atau sudah dewasa,-27,negative,0
RsKRrIp--Mg,"SETUJU 😊<br>Gantinya, dibuat aplikasi2 yg memang mendidik n edukasi buat ank. Thx",setuju gantinya dibuat aplikasi2 yg memang mendidik n edukasi buat ank thx,-1,negative,0
RsKRrIp--Mg,Gak jadi woi,gak jadi woi,2,positive,1
RsKRrIp--Mg,Yakin,yakin,3,positive,1
RsKRrIp--Mg,aku si sedi kit situju sedi kit gak setuju<br>tapa yang jelas dong masa kita harus<br>tungguin dulu sii an tura di bawah 12 tahun<br>atau 10 tahun si 😡😓😭😭😭,aku si sedi kit situju sedi kit gak setuju tapa yang jelas dong masa kita harus tungguin dulu sii an tura di bawah 12 tahun atau 10 tahun si,-13,negative,0
RsKRrIp--Mg,Gaysssssssss berita pentinggg<br>Katanya gak jadi di banned karna dia udah klarifikasi soal ini,gaysssssssss berita pentinggg katanya gak jadi di banned karna dia udah klarifikasi soal ini,-7,negative,0
RsKRrIp--Mg,"Bg ini sykan msi 14 tahun, akun akun saya juga usia 14. Ini kok masih bisa....",bg ini sykan msi 14 tahun akun akun saya juga usia 14 ini kok masih bisa,-3,negative,0
RsKRrIp--Mg,Menurut aku membatas kan aja video negatif di bawah umur 13 tahun kenapa karena untuk membatasi anak yang menonton yang tidak cukup umur nya dan juga tiktok atau pun Instragram dan pembullyan pun sangat tidak boleh dan YouTube berguna nya bisa belajar di layar dan menonton untuk cukup umur itu aja sih kalo aku,menurut aku membatas kan aja video negatif di bawah umur 13 tahun kenapa karena untuk membatasi anak yang menonton yang tidak cukup umur nya dan juga tiktok atau pun instragram dan pembullyan pun sangat tidak boleh dan youtube berguna nya bisa belajar di layar dan menonton untuk cukup umur itu aja sih kalo aku,-38,negative,0
RsKRrIp--Mg,Kondigi:<br>Blokir Judol❌<br>Blokir MEDIA SOSIAL✔<br>KOMDIGI❌<br>KOMDITOL💩🤣🤣🤣🤣🤣✔,kondigi blokir judol blokir media sosial komdigi komditol,-2,negative,0
RsKRrIp--Mg,Itu aja kalian gak boleh main blokir,itu aja kalian gak boleh main blokir,-8,negative,0
RsKRrIp--Mg,Tpi kan kalu anak² tapi kalian harus sepakat ngeblokir juga judol,tpi kan kalu anak tapi kalian harus sepakat ngeblokir juga judol,-4,negative,0
RsKRrIp--Mg,Bang aku masi bisa nonton youtube bang😊,bang aku masi bisa nonton youtube bang,-1,negative,0
RsKRrIp--Mg,"Sangat setuju dengan kebijaksanaan ini, kita sebagai orang bisa membina anak juga",sangat setuju dengan kebijaksanaan ini kita sebagai orang bisa membina anak juga,-14,negative,0
RsKRrIp--Mg,"Bye bye kiddo 😂😂😂, finally",bye bye kiddo finally,-6,negative,0
RsKRrIp--Mg,"Eh btw kalau kaya game bisa kan kaya stickman,block blast,gacha life",eh btw kalau kaya game bisa kan kaya stickman block blast gacha life,-9,negative,0
RsKRrIp--Mg,"What besok kan tanggal 28<br>Gk bisa nonton shalawat , mewarnai , <br>Hafalan Al-quran dan belajar<br><br>Lebih baik sih di bawah umur 10 tahun aj di batasinnya<br><br>Pokoknya aku gk setuju",what besok kan tanggal 28 gk bisa nonton shalawat mewarnai hafalan al quran dan belajar lebih baik sih di bawah umur 10 tahun aj di batasinnya pokoknya aku gk setuju,3,positive,1
RsKRrIp--Mg,"Nahh ini karna abg nya bahas nya kurang jelas ini yang tepat, di google ada yang bilang itu berita (HOAKS) dan yang lebih aneh komdigi yang post tapi ada tulisan kecil(tiktok, YouTube, bigo live, roblox, Instagram, dll)akan di nonaktifkan tapii bukan blok YouTube dan dll tapi blok akun anak di bawah 16 th nahhh itu yang lebih jelass",nahh ini karna abg nya bahas nya kurang jelas ini yang tepat di google ada yang bilang itu berita hoaks dan yang lebih aneh komdigi yang post tapi ada tulisan kecil tiktok youtube bigo live roblox instagram dll akan di nonaktifkan tapii bukan blok youtube dan dll tapi blok akun anak di bawah 16 th nahhh itu yang lebih jelass,-53,negative,0
RsKRrIp--Mg,Tapi katanya hoax,tapi katanya hoax,-6,negative,0
RsKRrIp--Mg,TAMATLAH SUDAH INIMAH,tamatlah sudah inimah,-2,negative,0
RsKRrIp--Mg,Tukang ngatur,tukang ngatur,-2,negative,0
RsKRrIp--Mg,Kalau aku gak setuju seharusnua jgn dibawah anak umur 16 karena di sekolah ku kelas 6 SD udh tka dan kelas 6 umurnya 12 sampai 13 sehrusnya dibawah unur 9 atau 11 itu lebih bagus,kalau aku gak setuju seharusnua jgn dibawah anak umur 16 karena di sekolah ku kelas 6 sd udh tka dan kelas 6 umurnya 12 sampai 13 sehrusnya dibawah unur 9 atau 11 itu lebih bagus,-19,negative,0
RsKRrIp--Mg,Apa media sosial harus minimun usia 16 tahun usiaku udah 16 tahun ke atas soalnya tanggal lahirku 26 oktober 2009,apa media sosial harus minimun usia 16 tahun usiaku udah 16 tahun ke atas soalnya tanggal lahirku 26 oktober 2009,-13,negative,0
RsKRrIp--Mg,Sekarang tanggal 27 berarti besok dong,sekarang tanggal 27 berarti besok dong,-3,negative,0
RsKRrIp--Mg,Yah aku akan punah,yah aku akan punah,-5,negative,0
RsKRrIp--Mg,Aku sih setuju bgt,aku sih setuju bgt,-4,negative,0
RsKRrIp--Mg,woy woy denger kalian semua initu hoaxs woy masa ada yang masih mau nonton kartun ada yang masih balita untuk nonton abc untuk nelajar bro,woy woy denger kalian semua initu hoaxs woy masa ada yang masih mau nonton kartun ada yang masih balita untuk nonton abc untuk nelajar bro,-23,negative,0
RsKRrIp--Mg,Jahat bgt padahal dengan media sosial bisa belajar loh 😭,jahat bgt padahal dengan media sosial bisa belajar loh,3,positive,1
RsKRrIp--Mg,Dah lah mending gua main pou kalo begini🙏,dah lah mending gua main pou kalo begini,-12,negative,0
RsKRrIp--Mg,Kecewa berat YouTube di blokir,kecewa berat youtube di blokir,-3,negative,0
RsKRrIp--Mg,Dahlah GK bisa ngonten 🗿lagi,dahlah gk bisa ngonten lagi,-6,negative,0
RsKRrIp--Mg,Pemerintah ga guna cuma ngomong stop judol di stop2 juga bakal di lakukiin jadi kalau mau belajar apa harus lewat apa pemerintah gblk,pemerintah ga guna cuma ngomong stop judol di stop2 juga bakal di lakukiin jadi kalau mau belajar apa harus lewat apa pemerintah gblk,-28,negative,0
RsKRrIp--Mg,Aplikasi hanya subscriber nanti subscriber-nya tinggal sedikit,aplikasi hanya subscriber nanti subscriber nya tinggal sedikit,-16,negative,0
RsKRrIp--Mg,hey ba*i kenapa lu gak blokir ml ff pubg aja gausah roblox kan roblox ada game pelajarannya kek lava matematika tebak negara kek gitu,hey ba i kenapa lu gak blokir ml ff pubg aja gausah roblox kan roblox ada game pelajarannya kek lava matematika tebak negara kek gitu,-3,negative,0
RsKRrIp--Mg,Udah gk ada game youtube gak ad teman lagi ff dihapus kan anjin∆,udah gk ada game youtube gak ad teman lagi ff dihapus kan anjin,2,positive,1
RsKRrIp--Mg,Masa umur 15 14 13 12 11 10 9 nonton yt kid?,masa umur 15 14 13 12 11 10 9 nonton yt kid,-2,negative,0
RsKRrIp--Mg,Aku ngak setuju bang kalo gitu aku ngak bisa  nonton apa-apa😠😠😠,aku ngak setuju bang kalo gitu aku ngak bisa nonton apa apa,-11,negative,0
RsKRrIp--Mg,Ngk setuju 😡 <br><br><br><br><br>Kenapa unjung unjungnya kena semua sih 😭,ngk setuju kenapa unjung unjungnya kena semua sih,-9,negative,0
RsKRrIp--Mg,Hadeh oi gw kalo main game itu untuk hiburan dan YouTube untuk hiburan juga jadi jangan nonaktifkan anj😑,hadeh oi gw kalo main game itu untuk hiburan dan youtube untuk hiburan juga jadi jangan nonaktifkan anj,-11,negative,0
RsKRrIp--Mg,Youtube gak salah apa apa wok kalau emang ada chennel yang salah ya blokir aja,youtube gak salah apa apa wok kalau emang ada chennel yang salah ya blokir aja,-13,negative,0
RsKRrIp--Mg,Umur saya masih 9 tahun 😢😢😢😢😭😭,umur saya masih 9 tahun,-5,negative,0
RsKRrIp--Mg,Blokir itu situs judol Sabatoto. Kenapa bikin peraturan gk jelas.,blokir itu situs judol sabatoto kenapa bikin peraturan gk jelas,-2,negative,0
RsKRrIp--Mg,"Pake hape emak kalian, beres masalah.",pake hape emak kalian beres masalah,-4,negative,0
RsKRrIp--Mg,Mending kill aja yt kids soalnya ada konten ga baik,mending kill aja yt kids soalnya ada konten ga baik,-5,negative,0
RsKRrIp--Mg,kak cari dulu itu benar atau tidak,kak cari dulu itu benar atau tidak,-14,negative,0
RsKRrIp--Mg,Kenapa tidak di bawah 13,kenapa tidak di bawah 13,-5,negative,0
RsKRrIp--Mg,Wow keren alias bodoh !!! Aku kan YouTube agak besar lah tapi kalu ada yang ngejek biasa aja aku lol,wow keren alias bodoh aku kan youtube agak besar lah tapi kalu ada yang ngejek biasa aja aku lol,-15,negative,0
RsKRrIp--Mg,gak setuju dasar pemerintah g@blok,gak setuju dasar pemerintah g,3,positive,1
RsKRrIp--Mg,"Anak anak yg mengembangkan ide dan kreativitas mereka sampe dia udh diatas puluhan ribu subs be like:<br>&quot;Jadi kamu bilang kalo ini akan membantu kami? Hal ini hanya dapat merusakkan mental anak dan akan membuat anak2 memendam kelebihan mereka hanya karena kejadian ini&quot;<br>Masih mending kalau itu dinonaktifkan terus kalau udah 16 tahun itu bisa dibuka lagi dan itu tidak akan mengubah channel nya, lha ini harus buat lagi 🗿<br><br><br><br><br> terlalu memecahkan masalah sekali ya...",anak anak yg mengembangkan ide dan kreativitas mereka sampe dia udh diatas puluhan ribu subs be like jadi kamu bilang kalo ini akan membantu kami hal ini hanya dapat merusakkan mental anak dan akan membuat anak2 memendam kelebihan mereka hanya karena kejadian ini masih mending kalau itu dinonaktifkan terus kalau udah 16 tahun itu bisa dibuka lagi dan itu tidak akan mengubah channel nya lha ini harus buat lagi terlalu memecahkan masalah sekali ya,-59,negative,0
RsKRrIp--Mg,Kalau judol di iklan game kayak mana bang????,kalau judol di iklan game kayak mana bang,-2,negative,0
RsKRrIp--Mg,Gw bilang BIGO live buat ap?,gw bilang bigo live buat ap,4,positive,1
RsKRrIp--Mg,Saya nggak setuju 🥀🥀,saya nggak setuju,-3,negative,0
RsKRrIp--Mg,Jadi misalnya aku umur 15 tahun aku ulang tahun 2 april jadi umur ku 16 tahu apakah akun ku akan dibuka -_-,jadi misalnya aku umur 15 tahun aku ulang tahun 2 april jadi umur ku 16 tahu apakah akun ku akan dibuka,-14,negative,0
RsKRrIp--Mg,Komdigi sampah tolol ngetok bangsat bodoh dongo,komdigi sampah tolol ngetok bangsat bodoh dongo,-14,negative,0
RsKRrIp--Mg,Saya tidak setuju,saya tidak setuju,-5,negative,0
RsKRrIp--Mg,Mending mah di batasi dari pada di ban ( setuju? ),mending mah di batasi dari pada di ban setuju,-12,negative,0
RsKRrIp--Mg,Yuk para bocil demo demo harus nya korupsi aja jangan blokir pemerintah tolol,yuk para bocil demo demo harus nya korupsi aja jangan blokir pemerintah tolol,-19,negative,0
RsKRrIp--Mg,Anak anak tidak setuju Nanti namanya medsos baru nya koruptube,anak anak tidak setuju nanti namanya medsos baru nya koruptube,-10,negative,0
RsKRrIp--Mg,Woi kan bisa juga main yang lain🫤😊,woi kan bisa juga main yang lain,-11,negative,0
RsKRrIp--Mg,Gak bebas bet ni negara,gak bebas bet ni negara,4,positive,1
RsKRrIp--Mg,Kenapa roblox bang bukan nya roblox lebih ke game ya bukan sosmed,kenapa roblox bang bukan nya roblox lebih ke game ya bukan sosmed,1,positive,1
RsKRrIp--Mg,Nggk setuju😢😢😢😢,nggk setuju,-3,negative,0
RsKRrIp--Mg,Ganti nama komkondigi,ganti nama komkondigi,-3,negative,0
RsKRrIp--Mg,Setuju👍 saya berumur 15,setuju saya berumur 15,-8,negative,0
RsKRrIp--Mg,Kasian Cok konten kreator yang cari nafkah lewat medsos,kasian cok konten kreator yang cari nafkah lewat medsos,-13,negative,0
RsKRrIp--Mg,Itu hoax<br>Yang dimaksud hoax itu <br>Sosmed nya akan di blokir itu hoax yang benar itu dibatasi saja,itu hoax yang dimaksud hoax itu sosmed nya akan di blokir itu hoax yang benar itu dibatasi saja,-43,negative,0
RsKRrIp--Mg,pliss aku di akun lain udah subscriber nya 435😭😭😭,pliss aku di akun lain udah subscriber nya 435,-5,negative,0
RsKRrIp--Mg,Jadi pengen demo,jadi pengen demo,-7,negative,0
RsKRrIp--Mg,Coba satu orang yang di blokir,coba satu orang yang di blokir,-10,negative,0
RsKRrIp--Mg,"Kan cuma akun, kan berarti masih bisa nonton yt tapi gak bisa buat video bagi anak dibawah umur 16 thn",kan cuma akun kan berarti masih bisa nonton yt tapi gak bisa buat video bagi anak dibawah umur 16 thn,-10,negative,0
RsKRrIp--Mg,Itu cuman dibatasi blokir❌dibatasi✔️,itu cuman dibatasi blokir dibatasi,-5,negative,0
RsKRrIp--Mg,Kalo aku mau seharusnya jgn di bawah 16 Krn di sekolah gw kalo kls 6 udh tka dan kls 6 umurnya 12 seharusnya dibawah 9-10 atau 11-12 di nonaktifkan lebih bagus,kalo aku mau seharusnya jgn di bawah 16 krn di sekolah gw kalo kls 6 udh tka dan kls 6 umurnya 12 seharusnya dibawah 9 10 atau 11 12 di nonaktifkan lebih bagus,-2,negative,0
RsKRrIp--Mg,Cara bagus<br>Nonton dari YouTube dari chrome <br>Main Roblox baru bikin tahun jaman majapahit,cara bagus nonton dari youtube dari chrome main roblox baru bikin tahun jaman majapahit,-14,negative,0
RsKRrIp--Mg,Nanti Kita Saat 28 mar 2026 kita demo yuk siapa yang mau ikut,nanti kita saat 28 mar 2026 kita demo yuk siapa yang mau ikut,-12,negative,0
RsKRrIp--Mg,Gak gua gak setuju 🥀🥀,gak gua gak setuju,6,positive,1
RsKRrIp--Mg,woi anjing ini anak kecil juga lama lama gini demo nih 😡😡😡😡😡😡😡,woi anjing ini anak kecil juga lama lama gini demo nih,-21,negative,0
RsKRrIp--Mg,Untung gw gk ngelawan ortu,untung gw gk ngelawan ortu,-1,negative,0
RsKRrIp--Mg,"Aku setuju soalnya banyak cyberbullying di berbagai platform dan juga bisa jadi brainrot/pelupa kalo lama-lama main hp eh Tapi jangan YouTube gimana mau cari tentang pelajaran gitu, iya aku tau bisa belajar di sekolah tapi kadang-kadang guru ga niat ngajar. Kalo di medsos bisa ulang-ulang dan langsung ngerti<br><br>Opini ku aja yha..",aku setuju soalnya banyak cyberbullying di berbagai platform dan juga bisa jadi brainrot pelupa kalo lama lama main hp eh tapi jangan youtube gimana mau cari tentang pelajaran gitu iya aku tau bisa belajar di sekolah tapi kadang kadang guru ga niat ngajar kalo di medsos bisa ulang ulang dan langsung ngerti opini ku aja yha,-11,negative,0
lM-QZ4uCXuk,Kita jadi lemes karena dengerin suara menyebalkan itu,kita jadi lemes karena dengerin suara menyebalkan itu,-8,negative,0
lM-QZ4uCXuk,"Aduh, aku mau buat akun khusus share resep makanan, udah enggak bisa😢😢 kena batasan",aduh aku mau buat akun khusus share resep makanan udah enggak bisa kena batasan,2,positive,1
lM-QZ4uCXuk,Kalo beneran kita harus ngapain bengong gitu😢,kalo beneran kita harus ngapain bengong gitu,-2,negative,0
lM-QZ4uCXuk,"Bocil pada klenger, guru ga bisa tiktod&#39;an lagi, ortu rebutan hp Ama bocil buat pansos... Sukurin 😂😂😂, kalo bisa, sekalian itu anak dibawah umur 18 tahun dilarang mengakses internet dan memiliki gadget atau dalam pengawasan orang tua. Mantap",bocil pada klenger guru ga bisa tiktod an lagi ortu rebutan hp ama bocil buat pansos sukurin kalo bisa sekalian itu anak dibawah umur 18 tahun dilarang mengakses internet dan memiliki gadget atau dalam pengawasan orang tua mantap,-8,negative,0
lM-QZ4uCXuk,Awokawokawok tapi aku dari awal udah pakai akun orang tua jadi aman. Santai aja wkwkwk😂,awokawokawok tapi aku dari awal udah pakai akun orang tua jadi aman santai aja wkwkwk,-6,negative,0
lM-QZ4uCXuk,Ingat kata pak gm,ingat kata pak gm,-4,negative,0
lM-QZ4uCXuk,FF di blokir ga😢,ff di blokir ga,-3,negative,0
lM-QZ4uCXuk,Pada hal udah tanggal 28 Maret loh,pada hal udah tanggal 28 maret loh,-7,negative,0
lM-QZ4uCXuk,YouTube dan game Roblox ku gak terjadi apa-apa hehe bisa main sepuas puasnya 😁,youtube dan game roblox ku gak terjadi apa apa hehe bisa main sepuas puasnya,-9,negative,0
lM-QZ4uCXuk,"Udah salah nyolot pula, dah jelek ngatur pula",udah salah nyolot pula dah jelek ngatur pula,-12,negative,0
lM-QZ4uCXuk,Hai gw masih disini,hai gw masih disini,3,positive,1
lM-QZ4uCXuk,Kalo akun saya gak boleh Gitu gw Besok Konten HP,kalo akun saya gak boleh gitu gw besok konten hp,-5,negative,0
lM-QZ4uCXuk,Mending blokir roblox,mending blokir roblox,-6,negative,0
lM-QZ4uCXuk,Jangan sosmed saya ada data2,jangan sosmed saya ada data2,-9,negative,0
lM-QZ4uCXuk,Emang roblox salah apa kita ini anak anak dan itu game untuk menghibur kita dan aplikasi lain nya tidak salah orang nya yang salah,emang roblox salah apa kita ini anak anak dan itu game untuk menghibur kita dan aplikasi lain nya tidak salah orang nya yang salah,-31,negative,0
lM-QZ4uCXuk,"Dah lah gue mah pasrah aja 😔 ,kalo kata Saya jangan di blokir tapi di awasi / lebih di amankan ,anggap aja kita ajarin anak/ orang lain cara makan ikan, kan ada bagian daging dan duri , jadi yang di ajarkan kita harus pisahkan daging dari duri  , jadi kita harus pisahkan yang positif sama yang negatif , itu saran saya",dah lah gue mah pasrah aja kalo kata saya jangan di blokir tapi di awasi lebih di amankan anggap aja kita ajarin anak orang lain cara makan ikan kan ada bagian daging dan duri jadi yang di ajarkan kita harus pisahkan daging dari duri jadi kita harus pisahkan yang positif sama yang negatif itu saran saya,-69,negative,0
lM-QZ4uCXuk,Hp hp kami kok kau yang ngatur uuuuu yang beliin hp mak bapak kita anjirrr ngatur bangett apa lagi pemerintah uuuuu berisik bangett sihh apasih uuuu berisikk bangettt🤣🤣🤣🤣🤣,hp hp kami kok kau yang ngatur uuuuu yang beliin hp mak bapak kita anjirrr ngatur bangett apa lagi pemerintah uuuuu berisik bangett sihh apasih uuuu berisikk bangettt,-27,negative,0
lM-QZ4uCXuk,Kalo mau blokir minimal jangan Roblox ga guna lebih guna sawit lahan nya banyak sono tanem sawit bikin banjir tau yeu kocak😒,kalo mau blokir minimal jangan roblox ga guna lebih guna sawit lahan nya banyak sono tanem sawit bikin banjir tau yeu kocak,-22,negative,0
lM-QZ4uCXuk,Ga ada cara lain kah?,ga ada cara lain kah,-1,negative,0
lM-QZ4uCXuk,Aku umur 8 Roblox jangan dong semua anak anak bisa bunuh diri aku di jurang ini ada kesempatan,aku umur 8 roblox jangan dong semua anak anak bisa bunuh diri aku di jurang ini ada kesempatan,-25,negative,0
lM-QZ4uCXuk,pemerintah membuat Indonesia maju❌<br>pemerintah membuat anak bosan ✅🗿🗿🗿,pemerintah membuat indonesia maju pemerintah membuat anak bosan,-1,negative,0
lM-QZ4uCXuk,Setuju buk 🎉🎉🎉🎉,setuju buk,-3,negative,0
lM-QZ4uCXuk,Yang 15 tahun dimaklumi harusnya,yang 15 tahun dimaklumi harusnya,-5,negative,0
lM-QZ4uCXuk,Ga papa ga main itu tapi kita bisa main mobiel legeens😊😂,ga papa ga main itu tapi kita bisa main mobiel legeens,-2,negative,0
lM-QZ4uCXuk,aku  belajar  lagu iqro   itu  di  yutube   kenapa,aku belajar lagu iqro itu di yutube kenapa,2,positive,1
lM-QZ4uCXuk,otakmu ketinggalan dmn? kekuatan net indo sudah mendunia kau hancurkan,otakmu ketinggalan dmn kekuatan net indo sudah mendunia kau hancurkan,-5,negative,0
lM-QZ4uCXuk,Palingan anak nya gak diblokir,palingan anak nya gak diblokir,-3,negative,0
lM-QZ4uCXuk,Jadi... Bagaimana kalau 14 and 15 tahun?,jadi bagaimana kalau 14 and 15 tahun,-3,negative,0
lM-QZ4uCXuk,SETUJU. KAPAN MULAI?,setuju kapan mulai,-2,negative,0
lM-QZ4uCXuk,Yah mau nangis,yah mau nangis,-6,negative,0
lM-QZ4uCXuk,Apa ia akun kita ilang si kalo ilang salah lu ya awas lu🗿,apa ia akun kita ilang si kalo ilang salah lu ya awas lu,-16,negative,0
lM-QZ4uCXuk,Semua,semua,-3,negative,0
lM-QZ4uCXuk,Jangannnn moga hoax,jangannnn moga hoax,-4,negative,0
lM-QZ4uCXuk,Aku menonton you tube dan oblox untuk delajar,aku menonton you tube dan oblox untuk delajar,-1,negative,0
lM-QZ4uCXuk,Untung gua bocil epep,untung gua bocil epep,-4,negative,0
lM-QZ4uCXuk,YOUTUBE JANGAN PLIS YANG LAIN BIARKAN ASAL YOUTUBE JANGAN,youtube jangan plis yang lain biarkan asal youtube jangan,-18,negative,0
lM-QZ4uCXuk,Sip setuju,sip setuju,-3,negative,0
lM-QZ4uCXuk,Judi online gak  di blokir tapi malahan game YouTube mau di batasi malah,judi online gak di blokir tapi malahan game youtube mau di batasi malah,-2,negative,0
lM-QZ4uCXuk,Ya kita nonton youtube kids seperti semula🗿,ya kita nonton youtube kids seperti semula,3,positive,1
lM-QZ4uCXuk,ITU ADALAH 😢😢😢 KENANGKANANGAN DAN AKU SUKA NONTON YOUTUBE,itu adalah kenangkanangan dan aku suka nonton youtube,-4,negative,0
lM-QZ4uCXuk,Aku sering ngegame tapi tetap belajar solat,aku sering ngegame tapi tetap belajar solat,9,positive,1
lM-QZ4uCXuk,Setuju gua ..gen alpha KLO udh kena hp males,setuju gua gen alpha klo udh kena hp males,-13,negative,0
lM-QZ4uCXuk,Hei akun saya yang di bawah umur di hapus saya tidak jahat emang anak kecil itu aslinya gak boleh main hp tapi aku belajar juga pake aplikasi aku tidak judi tidak menonton porno dan yang lain²nya,hei akun saya yang di bawah umur di hapus saya tidak jahat emang anak kecil itu aslinya gak boleh main hp tapi aku belajar juga pake aplikasi aku tidak judi tidak menonton porno dan yang lain nya,-56,negative,0
lM-QZ4uCXuk,Dan knp Roblox masuk juga?..... <br>G bkl ada tmn aku KLO g ada Roblox karena aku susah bgt berteman...,dan knp roblox masuk juga g bkl ada tmn aku klo g ada roblox karena aku susah bgt berteman,-20,negative,0
lM-QZ4uCXuk,"Trs gmn mau dgr sholawat? , biasa nya guru dk sekolah nyuruh cri di YouTube KLO udah gini gmn?, kmi juga butuh YouTube..",trs gmn mau dgr sholawat biasa nya guru dk sekolah nyuruh cri di youtube klo udah gini gmn kmi juga butuh youtube,-7,negative,0
lM-QZ4uCXuk,Kalo yang introvert gimana 😢,kalo yang introvert gimana,-5,negative,0
lM-QZ4uCXuk,Bangga banget ya 😢,bangga banget ya,8,positive,1
lM-QZ4uCXuk,Kami tidak setuju 😢,kami tidak setuju,-2,negative,0
lM-QZ4uCXuk,Gimana cara liat berita kaya gini kalo ngga ada tv,gimana cara liat berita kaya gini kalo ngga ada tv,-12,negative,0
lM-QZ4uCXuk,Ini hiburan kalo saya gk bakal kena tipu apa apa cuman nonton lagian saya maen <br>Youtube cuman buat nonton kartun!! Soalnya kalo tv rusak Allahu akbarrr!,ini hiburan kalo saya gk bakal kena tipu apa apa cuman nonton lagian saya maen youtube cuman buat nonton kartun soalnya kalo tv rusak allahu akbarrr,-19,negative,0
lM-QZ4uCXuk,anomali tingggal ganti tanggal lahir sams gmail,anomali tingggal ganti tanggal lahir sams gmail,-4,negative,0
lM-QZ4uCXuk,saya akan kembali ke YouTube kids untuk menjadi orang biasa,saya akan kembali ke youtube kids untuk menjadi orang biasa,-7,negative,0
lM-QZ4uCXuk,Syukur sih gw pake email Abang gw yg 16+...,syukur sih gw pake email abang gw yg 16,5,positive,1
lM-QZ4uCXuk,Aku punya saran ya anak anak boleh medsos kenapa GK begini aja jika ada vidio yg tidak pantas itu di hapus dari Indonesia dan apa bila anak anak ketik kata kasar di sensor seperti Roblox dan juga Roblox itu udah ketat dan udah ada peraturan verifikasi wajah dan  KTP dan Roblox juga udah di pisah akun anak dan akun remaja dari aturan tersebut dan juga Roblox kan geme anak anak dan Roblox itu buat kreasi geme ringan dan mempelajari ilmu dan pengalaman jadi itu aja si saran ku jika ada salah maaf,aku punya saran ya anak anak boleh medsos kenapa gk begini aja jika ada vidio yg tidak pantas itu di hapus dari indonesia dan apa bila anak anak ketik kata kasar di sensor seperti roblox dan juga roblox itu udah ketat dan udah ada peraturan verifikasi wajah dan ktp dan roblox juga udah di pisah akun anak dan akun remaja dari aturan tersebut dan juga roblox kan geme anak anak dan roblox itu buat kreasi geme ringan dan mempelajari ilmu dan pengalaman jadi itu aja si saran ku jika ada salah maaf,-55,negative,0
lM-QZ4uCXuk,Pemerintah sio asik,pemerintah sio asik,4,positive,1
lM-QZ4uCXuk,Nanti gw videonya sepi please jangan!!!!😢😢,nanti gw videonya sepi please jangan,-11,negative,0
lM-QZ4uCXuk,Sekolah gua hampir pake youtube semua nih gmn lah ini nanti 😢,sekolah gua hampir pake youtube semua nih gmn lah ini nanti,-5,negative,0
