video_id,comment,clean_comment
QDj0g7Xw2rg,Sakit apasai,sakit apasai
QDj0g7Xw2rg,Maksudmu keluarkan beruta,maksudmu keluarkan beruta
QDj0g7Xw2rg,Apasih kalo kami kok di blokir memang apa salahnya jika kami bikin vidio  gak lucu ajingggg,apasih kalo kami kok di blokir memang apa salahnya jika kami bikin vidio gak lucu ajingggg
QDj0g7Xw2rg,JANGAN.  😭😭😭😭😭😭😭😭,jangan
QDj0g7Xw2rg,Ayo kita serbu kita ke kantor atau rumah pemerintah gw g mau g g g klo semua nya tantrum 😭👍 umur ku baru 9 🥲,ayo kita serbu kita ke kantor atau rumah pemerintah gw g mau g g g klo semua nya tantrum umur ku baru 9
QDj0g7Xw2rg,Udah 28 Maret oiiiii,udah 28 maret oiiiii
QDj0g7Xw2rg,Yang di block jangan sosmed mending judol,yang di block jangan sosmed mending judol
QDj0g7Xw2rg,Besok sudah tanggal 28 dan akun ini akan di blokir. Selamat tinggal 😢,besok sudah tanggal 28 dan akun ini akan di blokir selamat tinggal
QDj0g7Xw2rg,Beresin judol dulu dong😡😡😡😡,beresin judol dulu dong
QDj0g7Xw2rg,HP hp kita kok kalian yang ngatur,hp hp kita kok kalian yang ngatur
QDj0g7Xw2rg,Nih aku kasih tau contoh:<br><br>Kita punya anak dan anak kita gk bisa bedain yang mana daging ikan yang mana tulang dan yang mana duri nah kita kan sebagai orang tua harus ngajarin nih yang mana tulang yang mana duri dan juga yang mana daging nah sama aja kayak roblox bukan nya ngelarang roblox untuk beberapa thn kedepan tpi hrs nya di perubah roblox nay kyk kemanan nya kyk jangan ada sus sus san gitu pacar pacaran gitu hrs nya gitu bukan malah ngelarang roblox di gk perboleh kan untuk beberapa thn kedepan emnag cara paling mapuh itu di larang untuk beberapa thn kedepan tpi cara yang lebih ampuh dna baik itu di perkuat keamanan nya jangan ada pacar pacaran sus susbsna hrs nya gitu bukan malah gk di perboleh kan untuk beberapa thn ke depan 😟😟😟😟,nih aku kasih tau contoh kita punya anak dan anak kita gk bisa bedain yang mana daging ikan yang mana tulang dan yang mana duri nah kita kan sebagai orang tua harus ngajarin nih yang mana tulang yang mana duri dan juga yang mana daging nah sama aja kayak roblox bukan nya ngelarang roblox untuk beberapa thn kedepan tpi hrs nya di perubah roblox nay kyk kemanan nya kyk jangan ada sus sus san gitu pacar pacaran gitu hrs nya gitu bukan malah ngelarang roblox di gk perboleh kan untuk beberapa thn kedepan emnag cara paling mapuh itu di larang untuk beberapa thn kedepan tpi cara yang lebih ampuh dna baik itu di perkuat keamanan nya jangan ada pacar pacaran sus susbsna hrs nya gitu bukan malah gk di perboleh kan untuk beberapa thn ke depan
QDj0g7Xw2rg,Waktunya kita demo menyuarakan suara rakyat apa itu pembatasan kita sebagai rakyat juga harus merasakan YouTube dan Roblox,waktunya kita demo menyuarakan suara rakyat apa itu pembatasan kita sebagai rakyat juga harus merasakan youtube dan roblox
QDj0g7Xw2rg,Judol woi,judol woi
QDj0g7Xw2rg,"anak anak juga bisa belajar di hp, kenapa harus dibatasi?",anak anak juga bisa belajar di hp kenapa harus dibatasi
QDj0g7Xw2rg,"GAK GW GAK TERIMA KITA CUMA ANAK KECIL YANG INGIN MENGETAHUI MEDSOS ATAU INTERNET. KENAPA!? APA DOSA KAMI KEPADA MEREKA? APA!?  GAK USAH SAMPE DI KAYA GINI IN!! ANAK INDONESIA MEMANG AKTIF PADA MEDSOS TAPI CARA NYA GAK GINI JUGA. BANYAK YANG NANGIS SAMPE ADA YANG BANTING HP DAN LAIN LAIN!? HARUS KAH HAH HARUS?? <br>JUDOL AJA GAK DI HAPUS, GW UDAH MUAK MUAK MUAK!! GIMANA MAU JADI NEGARA MAJU KALO PEMERINTAHAN NYA KAYA, GINI UDAH KORUPSI UANG RAKYAT MBG MAKANAN RACUN GRATIS DAN MASIH BANYAK LAGI LAGI LANJUTIN AJA GAPAPA GAPAPA LANJUT!?",gak gw gak terima kita cuma anak kecil yang ingin mengetahui medsos atau internet kenapa apa dosa kami kepada mereka apa gak usah sampe di kaya gini in anak indonesia memang aktif pada medsos tapi cara nya gak gini juga banyak yang nangis sampe ada yang banting hp dan lain lain harus kah hah harus judol aja gak di hapus gw udah muak muak muak gimana mau jadi negara maju kalo pemerintahan nya kaya gini udah korupsi uang rakyat mbg makanan racun gratis dan masih banyak lagi lagi lanjutin aja gapapa gapapa lanjut
QDj0g7Xw2rg,Cara kita belajar gimana misalnya matematika kita aja nonton di youtube agar lebih paham kalo bisa bikin scan wajah aja itu lebih bagus dari pada kayak gini malah bikin bodo rakyat ini orang tua juga bisa ambil hp anaknya itu aja udah gampang.,cara kita belajar gimana misalnya matematika kita aja nonton di youtube agar lebih paham kalo bisa bikin scan wajah aja itu lebih bagus dari pada kayak gini malah bikin bodo rakyat ini orang tua juga bisa ambil hp anaknya itu aja udah gampang
QDj0g7Xw2rg,Mending demo aja yuk di kantornya<br>BTW saya di Palembang,mending demo aja yuk di kantornya btw saya di palembang
QDj0g7Xw2rg,Jangan tinggalin aku besok 😭,jangan tinggalin aku besok
QDj0g7Xw2rg,Yaelah urusin tuh sawit lu kocak!!,yaelah urusin tuh sawit lu kocak
QDj0g7Xw2rg,Aku nonton kecelakaan pesawat apalah itu soalnya seru ege kek satisfying temen roblox ku aja nyampe dapet orang pintar orang luar negeri yang bijaksana dan satu-satunya game yang membuatku bahagia hanya teman online bukan offline teman-teman ku semuanya baik bijak cerdas dan aku mendapatkan pembelajaran yang baik ya itu saya berhasil meraih bahasa lain selain Indonesia yaitu sperti bahasa Jepang china enggris dan beberapa bahasa lainnya meski aku belum terlalu hafal dalam itu dan aku tidak pernah kena tipu karena aku adalah anak yang paling menjauhi hal yang tidak ku kenal dan ya aku memilih HP untuk bersosialisasi yang baik karena aku itu adalah salah satu orang paling introvert parahlah tapi g nyampe tidak menyentuh rumput karena itu saja aku mendapatkan pelajaran sperti bagaimana cara menyelamatkan diri ketika tersesat ketika pesawat jatuh dan lain-lain aku mendapatkan itu bukan dari sekolah tapi dari youtube dan instagram itulah dimana aku mulai mempelajari bahasa Inggris dan mempelajari bagian bagian pesawat dan cita-cita saya sebagai anak kecil yang belum tahu apa-apa aku mulai menggali ilmu dan aku mulai mempelajari tentang fungsi bagian-bagian di pesawat kereta mobil dan yg lain-lain itu berasal dari youtube roblox instagram aku menemukan itu semua karena aku niat untuk mempelajari nya,aku nonton kecelakaan pesawat apalah itu soalnya seru ege kek satisfying temen roblox ku aja nyampe dapet orang pintar orang luar negeri yang bijaksana dan satu satunya game yang membuatku bahagia hanya teman online bukan offline teman teman ku semuanya baik bijak cerdas dan aku mendapatkan pembelajaran yang baik ya itu saya berhasil meraih bahasa lain selain indonesia yaitu sperti bahasa jepang china enggris dan beberapa bahasa lainnya meski aku belum terlalu hafal dalam itu dan aku tidak pernah kena tipu karena aku adalah anak yang paling menjauhi hal yang tidak ku kenal dan ya aku memilih hp untuk bersosialisasi yang baik karena aku itu adalah salah satu orang paling introvert parahlah tapi g nyampe tidak menyentuh rumput karena itu saja aku mendapatkan pelajaran sperti bagaimana cara menyelamatkan diri ketika tersesat ketika pesawat jatuh dan lain lain aku mendapatkan itu bukan dari sekolah tapi dari youtube dan instagram itulah dimana aku mulai mempelajari bahasa inggris dan mempelajari bagian bagian pesawat dan cita cita saya sebagai anak kecil yang belum tahu apa apa aku mulai menggali ilmu dan aku mulai mempelajari tentang fungsi bagian bagian di pesawat kereta mobil dan yg lain lain itu berasal dari youtube roblox instagram aku menemukan itu semua karena aku niat untuk mempelajari nya
QDj0g7Xw2rg,Bro dia mengambil ke bahagia kita dan kita gk belajar di yutub lagi kan bisa dibatasi ortu contoh gua dilarang main hp sampe 1 minggu,bro dia mengambil ke bahagia kita dan kita gk belajar di yutub lagi kan bisa dibatasi ortu contoh gua dilarang main hp sampe 1 minggu
QDj0g7Xw2rg,kenapa sih harus di blok yang ada malah mental kita tampah sesak bisa gak sih gak usah di blok walapun juga itu bermanfaat tapitapi blok aja yang bersalah jangan blok yang gak salah mentang mentang peresiden Sampek segitunya yang gak setuju komen gak setuju,kenapa sih harus di blok yang ada malah mental kita tampah sesak bisa gak sih gak usah di blok walapun juga itu bermanfaat tapitapi blok aja yang bersalah jangan blok yang gak salah mentang mentang peresiden sampek segitunya yang gak setuju komen gak setuju
QDj0g7Xw2rg,"Eeeeee ydh sih tinggal ganti akun, abistu ubah angka usia🗿👍🏿",eeeeee ydh sih tinggal ganti akun abistu ubah angka usia
QDj0g7Xw2rg,GW EDITOR UDH 6 TAHUN AKUN GW UMUR GW 10.MASA DIHAPUS?,gw editor udh 6 tahun akun gw umur gw 10 masa dihapus
QDj0g7Xw2rg,Akun YouTube saya hilang gak ya?,akun youtube saya hilang gak ya
QDj0g7Xw2rg,FF aja bos,ff aja bos
QDj0g7Xw2rg,Itu kayaknya enggak deh hoax mikir kids,itu kayaknya enggak deh hoax mikir kids
QDj0g7Xw2rg,"Kenapa harus yutub.... YODAH LAH PINDAH KE YUTUB KIDS AJ, UNTUNG AJ MASIH SERU🤟👍",kenapa harus yutub yodah lah pindah ke yutub kids aj untung aj masih seru
QDj0g7Xw2rg,@CNN judol kapan,judol kapan
QDj0g7Xw2rg,hoax ini ya kalau benar itu tinggal pakai hp ortu kan bisa,hoax ini ya kalau benar itu tinggal pakai hp ortu kan bisa
QDj0g7Xw2rg,Udah wajah ngeselin beban males gw,udah wajah ngeselin beban males gw
QDj0g7Xw2rg,"Woilah kalau pemerintah blokir medsos YouTube,google,dll. Gw kalau mau gambar gimana woy, biasanya gw butuh contekan gambar dan itupun gambar nya dari medsos seperti google dan YouTube. Haiya masa gua harus gambar rumah gunung. Pls lah pemerintah, minimal jangan blokir google atau YouTube.<br><br>Edit:Hobi gw gambar dan gw suka upload di suatu medsos",woilah kalau pemerintah blokir medsos youtube google dll gw kalau mau gambar gimana woy biasanya gw butuh contekan gambar dan itupun gambar nya dari medsos seperti google dan youtube haiya masa gua harus gambar rumah gunung pls lah pemerintah minimal jangan blokir google atau youtube edit hobi gw gambar dan gw suka upload di suatu medsos
QDj0g7Xw2rg,Pemerintah judol youtube kok diblokir semua orang udah subscribe nya dah banyak tapi KENAPA YOUTUBE DIBLOKIR NANTI BOCIL BOCIL MENYESAL KALO SUBSCRIBE NYA JADI 0 PEMERINTAH JAHANAM SAMPE WINDAH BASUDARAH MARAH  BESAR YOUTUBE JGN DIBLOKIR!!!!!!!!!!!!!!! &gt;: (,pemerintah judol youtube kok diblokir semua orang udah subscribe nya dah banyak tapi kenapa youtube diblokir nanti bocil bocil menyesal kalo subscribe nya jadi 0 pemerintah jahanam sampe windah basudarah marah besar youtube jgn diblokir
QDj0g7Xw2rg,Ehmm my subs? &quot;2&#39;16 rb subs&quot;,ehmm my subs 2 16 rb subs
QDj0g7Xw2rg,Hoax guys,hoax guys
QDj0g7Xw2rg,Yang lahir 27 Maret 2010: 😁😆🥳<br>Yang lahir 29 Maret 2010: 😭😡💀,yang lahir 27 maret 2010 yang lahir 29 maret 2010
QDj0g7Xw2rg,jangan Facebook ini hp aku tapi mama aku sering pakai hp aku untuk main  Facebook kasihan mama aku lagi Facebook bapak aku ada tapi dia kerja dan hp mama aku dia hilang waktu beli sayur😢😢😢😢😢,jangan facebook ini hp aku tapi mama aku sering pakai hp aku untuk main facebook kasihan mama aku lagi facebook bapak aku ada tapi dia kerja dan hp mama aku dia hilang waktu beli sayur
QDj0g7Xw2rg,Siapa yg setuju kalo pemerintah mabuk kenapa harus roblox bukan judol mabuk² 😂,siapa yg setuju kalo pemerintah mabuk kenapa harus roblox bukan judol mabuk
QDj0g7Xw2rg,Akhirnya komdigi berguna walau ada<br>Bocil bocil yg marah😂😂😂<br>Santai cil kita akan bertemu lagi,akhirnya komdigi berguna walau ada bocil bocil yg marah santai cil kita akan bertemu lagi
QDj0g7Xw2rg,Di mana daruratnya harusnya daruratnya di TV bukan di medsos,di mana daruratnya harusnya daruratnya di tv bukan di medsos
QDj0g7Xw2rg,dasar pemerintah tukang korupsi judol ga dihapus malah yang dihapus YouTube dan lainnya 😡😡😡😡,dasar pemerintah tukang korupsi judol ga dihapus malah yang dihapus youtube dan lainnya
QDj0g7Xw2rg,Urusin dulu judi😭😭😭👊👊👊👊,urusin dulu judi
QDj0g7Xw2rg,Benar tu kami gak mau,benar tu kami gak mau
QDj0g7Xw2rg,Iya kalau semua aplikasi kayak gini buat apa hp Udah beli hp malah kayak gini,iya kalau semua aplikasi kayak gini buat apa hp udah beli hp malah kayak gini
QDj0g7Xw2rg,"jadi gini,udah bertahun tahun loh ya judi gak di blokir😂",jadi gini udah bertahun tahun loh ya judi gak di blokir
QDj0g7Xw2rg,"Pemerintah otak segede kacang ijo. Bagaimana dengan judol, bagaimana dengan korupsi, kita anak2 kecil hanya ingin belajar menggunakan handphone. Ini dunia digital. Ketik 1 untuk tidak mendukung pemerintah!!!",pemerintah otak segede kacang ijo bagaimana dengan judol bagaimana dengan korupsi kita anak2 kecil hanya ingin belajar menggunakan handphone ini dunia digital ketik 1 untuk tidak mendukung pemerintah
QDj0g7Xw2rg,Yang gk setuju berkumpul sini aku paksa<br>👇<br>👇<br>👇<br>👇,yang gk setuju berkumpul sini aku paksa
QDj0g7Xw2rg,"Peraturan ini sih bagus, tapi gimana anak anak yng ingin mencari ilmu, apalagi di SMP, hp digunakan untuk ulangan secara online.<br>Youtube juga jadi tempat untuk mengekspresikan hobi, menambah ilmu bagi anak anak, kenapa malah ditutup!<br>game juga jangan ditutup dong, itu buat hiburan anak anak, sampe Roblox dibawa bawa loh. Aduhhh!!<br>Giliran korupsi, judol, pertambangan ilegal, penebangan ilegal, pemerintah yang rakus malah dilindungi dan dijaga.!! Gimana sih nih negara?!",peraturan ini sih bagus tapi gimana anak anak yng ingin mencari ilmu apalagi di smp hp digunakan untuk ulangan secara online youtube juga jadi tempat untuk mengekspresikan hobi menambah ilmu bagi anak anak kenapa malah ditutup game juga jangan ditutup dong itu buat hiburan anak anak sampe roblox dibawa bawa loh aduhhh giliran korupsi judol pertambangan ilegal penebangan ilegal pemerintah yang rakus malah dilindungi dan dijaga gimana sih nih negara
QDj0g7Xw2rg,Woi beneran,woi beneran
QDj0g7Xw2rg,Saya 21 tahun,saya 21 tahun
QDj0g7Xw2rg,alhamdulilah ternyata benar 2045 bukan indonesia emas❎ tapi indonesia cemas✅,alhamdulilah ternyata benar 2045 bukan indonesia emas tapi indonesia cemas
QDj0g7Xw2rg,Mending main hp emak wkwkwkwk😹,mending main hp emak wkwkwkwk
QDj0g7Xw2rg,Jangan sok ngatur lu😡😡🤬🤬🤬😠,jangan sok ngatur lu
QDj0g7Xw2rg,GK setuju! <br>GK boleh pemerintah kek gini😡❤<br>Kalau gw GK ada WhatsApp gw gimana telepon ayah gw sama temen gw!<br>Pokonya GK setuju titik GK pake koma!,gk setuju gk boleh pemerintah kek gini kalau gw gk ada whatsapp gw gimana telepon ayah gw sama temen gw pokonya gk setuju titik gk pake koma
QDj0g7Xw2rg,Guys benerin dulu shalat bukan perang sarung ataumaiin hp nonton yotube cari kepinteran mah di buku bukan di hp🗿🗿,guys benerin dulu shalat bukan perang sarung ataumaiin hp nonton yotube cari kepinteran mah di buku bukan di hp
QDj0g7Xw2rg,Percuma bikin konten capek-capek ujung nya diblokir ah elah🙁🙁🙁,percuma bikin konten capek capek ujung nya diblokir ah elah
QDj0g7Xw2rg,terus gw mau ngonten apa jika Roblox di blokir 🥺,terus gw mau ngonten apa jika roblox di blokir
QDj0g7Xw2rg,carmuk pemerintah,carmuk pemerintah
QDj0g7Xw2rg,Jangan plis pemerintah aku gk mau pisah sama teman² baik online ku😢😢 aku juga gk pernah di anggap sama teman di sekolah ku😢😢😢😢😢,jangan plis pemerintah aku gk mau pisah sama teman baik online ku aku juga gk pernah di anggap sama teman di sekolah ku
QDj0g7Xw2rg,"Aku kyye susah itu buatnya apa lagi akun lama😾,semoga HOAX ya..aku udh gak bisa main 99 night lagi &amp; Brookhaven..game kesukaan ku............kalo HOAX sie seneng.. Heheh..bisa mabar,nonton atun &amp; momon. Nonton NosyyTV.nonton Akudav.. Gmn nih kalen setuju g? Aku si g yaa..! 😒🌚",aku kyye susah itu buatnya apa lagi akun lama semoga hoax ya aku udh gak bisa main 99 night lagi brookhaven game kesukaan ku kalo hoax sie seneng heheh bisa mabar nonton atun momon nonton nosyytv nonton akudav gmn nih kalen setuju g aku si g yaa
QDj0g7Xw2rg,"Tidak😠ini pasti tidak akan terjadi😠aku masih ingin melihay youtube,main roblox,melihat tiktok😠ini pasti tidak akan terjaaadiiiiiii!",tidak ini pasti tidak akan terjadi aku masih ingin melihay youtube main roblox melihat tiktok ini pasti tidak akan terjaaadiiiiiii
QDj0g7Xw2rg,Pemerintah jahanam kenapa malah medsos yang diblokir bukannya judol🤬🤬🤬🤬🤬🤬,pemerintah jahanam kenapa malah medsos yang diblokir bukannya judol
QDj0g7Xw2rg,udah cape² ngumpulin subscriber malah DI LARANG BERMAIN SOSIAL MEDIA TERMASUK YOUTUBE KALO SOSIAL MEDIA GAADA BOCIL SOSIAL MEDIA TIDAK AKAN ADA!!!,udah cape ngumpulin subscriber malah di larang bermain sosial media termasuk youtube kalo sosial media gaada bocil sosial media tidak akan ada
QDj0g7Xw2rg,Lah kalau game ML baru FF itu gak  gak di di ben,lah kalau game ml baru ff itu gak gak di di ben
QDj0g7Xw2rg,"KENAPA!!???<br>GAME, SOSMED DI BLOK KNP JUDI KAGA LAGIAN GUA NGONTEN BUAT AYAH/IBU GUA!!!!!!!😠😠😠",kenapa game sosmed di blok knp judi kaga lagian gua ngonten buat ayah ibu gua
QDj0g7Xw2rg,Untung ff gk dilarang tapi sama aja gw gk mau youtube dihapus dulu aku kecil aku belajar lewat hp loh eh tapi sekarang  malah dilarang😢😢😢😢,untung ff gk dilarang tapi sama aja gw gk mau youtube dihapus dulu aku kecil aku belajar lewat hp loh eh tapi sekarang malah dilarang
QDj0g7Xw2rg,Woi Roblox salah apa anj🤬🤬,woi roblox salah apa anj
QDj0g7Xw2rg,ngpain   juga    geme   aplikasi  di  blokir   kalau   kau  komdigi  pas   masi  kecil   main   hp  juga  kan   kenapa  ga  judol   dulu   di  blokir   itu  judi   kenapa anak  anak   juga   sih  kan  anak  anak   ga  ngapa ngpain   di   yutube  dan  roblox  dan aplikasi  kenapa  kita  anak  anak  lain   ga  setuju,ngpain juga geme aplikasi di blokir kalau kau komdigi pas masi kecil main hp juga kan kenapa ga judol dulu di blokir itu judi kenapa anak anak juga sih kan anak anak ga ngapa ngpain di yutube dan roblox dan aplikasi kenapa kita anak anak lain ga setuju
QDj0g7Xw2rg,Wuuuuu,wuuuuu
QDj0g7Xw2rg,gk setuju gaje banget,gk setuju gaje banget
QDj0g7Xw2rg,Yang setuju judol aja yang dihapus kumpul sini <br><br>Roblox itu ada manfaatnya gamenya banyak kita bisa memilih game di Roblox asal lo tau ya YouTube Roblox dan dan aplikasi begituan sih emang ada yang kayak gitu kayak gitu ya tapi jangan dihapus kenapa harus dihapus kalau dihapus beneran demo nih demo demo demo demo demo titik nggak ada koma Roblox YouTube juga nggak ada kok malah kita nyaman banget nonton YouTube main Roblox YouTube ada video manfaatnya juga Roblox juga hayo mau ngomong apa,yang setuju judol aja yang dihapus kumpul sini roblox itu ada manfaatnya gamenya banyak kita bisa memilih game di roblox asal lo tau ya youtube roblox dan dan aplikasi begituan sih emang ada yang kayak gitu kayak gitu ya tapi jangan dihapus kenapa harus dihapus kalau dihapus beneran demo nih demo demo demo demo demo titik nggak ada koma roblox youtube juga nggak ada kok malah kita nyaman banget nonton youtube main roblox youtube ada video manfaatnya juga roblox juga hayo mau ngomong apa
QDj0g7Xw2rg,Kamu ga tahu bagaimana brutalnya jika anak sekolah demo😂😅,kamu ga tahu bagaimana brutalnya jika anak sekolah demo
QDj0g7Xw2rg,"WOI GW BELAJAR PAKE MEDSOS, MIKIR PAKE OTAK",woi gw belajar pake medsos mikir pake otak
8i7X3KrGeF0,Enggak tuh❤❤,enggak tuh
8i7X3KrGeF0,Hoax oiiiiiiii,hoax oiiiiiiii
8i7X3KrGeF0,Bocil tengil menghilang 🗿,bocil tengil menghilang
8i7X3KrGeF0,Cape gw bikin akun dari nol sampe sekarang nyesel NYESEL!!,cape gw bikin akun dari nol sampe sekarang nyesel nyesel
8i7X3KrGeF0,Hoax atau beneran?,hoax atau beneran
8i7X3KrGeF0,Yg cuman maen SosMed buat hiburan trs di batesin ortu:<br>GOKIL👍,yg cuman maen sosmed buat hiburan trs di batesin ortu gokil
8i7X3KrGeF0,Ini udah tanggal 28 Maret 2026! Hoax,ini udah tanggal 28 maret 2026 hoax
8i7X3KrGeF0,Roblox ku kok masih aman,roblox ku kok masih aman
8i7X3KrGeF0,Lawak😂 HOAX,lawak hoax
8i7X3KrGeF0,"anyink males banget buka komen ini, mana gak ada yg serius lagi",anyink males banget buka komen ini mana gak ada yg serius lagi
8i7X3KrGeF0,Boong😂😂😂😂😂😂😂😂😂😂😂😂 masih bisa main roblox,boong masih bisa main roblox
8i7X3KrGeF0,Lah gua umur 10 masih bisa main nih,lah gua umur 10 masih bisa main nih
8i7X3KrGeF0,hoax itu,hoax itu
8i7X3KrGeF0,jadi boleh main roblox gua udah topup mahal 2 malah di blokir gua udah topup 900rb lebih,jadi boleh main roblox gua udah topup mahal 2 malah di blokir gua udah topup 900rb lebih
8i7X3KrGeF0,bang aku boleh punya akun umur aku aja 16,bang aku boleh punya akun umur aku aja 16
8i7X3KrGeF0,Lu bisa ngerti kaga sih kamboja tempat kasino nya ancur terus lu klaim sekarang apa lagi gua capek bikin youtube dari 0 subscriber sampe 300 lu mikir ga hah,lu bisa ngerti kaga sih kamboja tempat kasino nya ancur terus lu klaim sekarang apa lagi gua capek bikin youtube dari 0 subscriber sampe 300 lu mikir ga hah
8i7X3KrGeF0,Selamanya sampai 2027😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,selamanya sampai 2027
8i7X3KrGeF0,Besok ...,besok
8i7X3KrGeF0,Judi sama koruptor nya kapan ya Bu😏,judi sama koruptor nya kapan ya bu
8i7X3KrGeF0,Lah aku pake hp mmh ayo pikir kan lah secara logika,lah aku pake hp mmh ayo pikir kan lah secara logika
8i7X3KrGeF0,Semoga penggunaan medsos anak anak diizinkan amin🙏,semoga penggunaan medsos anak anak diizinkan amin
8i7X3KrGeF0,Dari pada ngurusin hp kami mendingan urusin itu judi online soal nya sudah mwmbuat orang orang terjerumus ke ambang kemiskinan kasihan juga keluarga yang salah satu anggota keluarga nya menjadi korban dari judi online yang meresahkan😢😢😢,dari pada ngurusin hp kami mendingan urusin itu judi online soal nya sudah mwmbuat orang orang terjerumus ke ambang kemiskinan kasihan juga keluarga yang salah satu anggota keluarga nya menjadi korban dari judi online yang meresahkan
8i7X3KrGeF0,Awokawok gak ada bocil ragebait lagi makasih komindigi kebijakan yang paling gue dukung,awokawok gak ada bocil ragebait lagi makasih komindigi kebijakan yang paling gue dukung
8i7X3KrGeF0,Kak?... Aku capek dengan kehidupan ku... Banyak bullying.. Setiap pulang sekolah aku langsung ngerjain tugas.. Lalu hanya ingin mencari hiburan tidak boleh ?.. Teman teman saya kebanyakan mandang fisik jadi malas...,kak aku capek dengan kehidupan ku banyak bullying setiap pulang sekolah aku langsung ngerjain tugas lalu hanya ingin mencari hiburan tidak boleh teman teman saya kebanyakan mandang fisik jadi malas
8i7X3KrGeF0,"game sosmed di block, giliran situs judol dibiarin, sehat?",game sosmed di block giliran situs judol dibiarin sehat
8i7X3KrGeF0,Sudah tahu ( im already know),sudah tahu im already know
2BdXibzPPyc,Ini bahaya ini kalo anaknya tidak kuat mental bisa bisa membahayakan anak anak tersebut,ini bahaya ini kalo anaknya tidak kuat mental bisa bisa membahayakan anak anak tersebut
2BdXibzPPyc,Ini tanggal 28,ini tanggal 28
2BdXibzPPyc,semoga sekalian game gamenya dong agar anak bisa tau tujuan game apa karena masih banyak amak di game kayak fokus banget sampai kalo ga sesuai keinginan mereka bisa marah atau rasis. makasih ini cmn menurut saran saya saja.,semoga sekalian game gamenya dong agar anak bisa tau tujuan game apa karena masih banyak amak di game kayak fokus banget sampai kalo ga sesuai keinginan mereka bisa marah atau rasis makasih ini cmn menurut saran saya saja
2BdXibzPPyc,Komdigi itu mamang jahat macam mana aku bisa main bareng sama temanku btw aku umur 9 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭siapa yang setuju medsos tidak di blokir,komdigi itu mamang jahat macam mana aku bisa main bareng sama temanku btw aku umur 9 siapa yang setuju medsos tidak di blokir
2BdXibzPPyc,Coba asal jangan batas akun saya karena konten hp jadul ini gw males buat akun baru,coba asal jangan batas akun saya karena konten hp jadul ini gw males buat akun baru
2BdXibzPPyc,Banyak konten rusak,banyak konten rusak
2BdXibzPPyc,Ishowspeed tu Kena in aja,ishowspeed tu kena in aja
2BdXibzPPyc,dalah block akun Ishowspeed tu,dalah block akun ishowspeed tu
2BdXibzPPyc,Pasti tiba tiba roblox yang kena,pasti tiba tiba roblox yang kena
2BdXibzPPyc,Anj🤬,anj
2BdXibzPPyc,Mantap bro komdigi lu tlol dari orok. GG GG emg ya SDM rendah kek gini jangan dicontoh SDM rendah kek komdigi ges. Masa dibatasi orang yg disekolah GK ad temen dll dan kebahagiaan/ teman ad digame kek mana tlol tlol. Lu EMG mikirin anak anak tapi pikirin juga lah resiko tlol sok ngatur dan sih paling pahlawan yg ad memalukan,mantap bro komdigi lu tlol dari orok gg gg emg ya sdm rendah kek gini jangan dicontoh sdm rendah kek komdigi ges masa dibatasi orang yg disekolah gk ad temen dll dan kebahagiaan teman ad digame kek mana tlol tlol lu emg mikirin anak anak tapi pikirin juga lah resiko tlol sok ngatur dan sih paling pahlawan yg ad memalukan
2BdXibzPPyc,"Lah video Tahun 2025 ini, gw aja belum Denger berita ini pas 2025 🤨",lah video tahun 2025 ini gw aja belum denger berita ini pas 2025
2BdXibzPPyc,Main FF aja laa,main ff aja laa
2BdXibzPPyc,Hadir Ke178 Tim Kompas Com.,hadir ke178 tim kompas com
2BdXibzPPyc,Semua orang gila jadinya tau gak looo,semua orang gila jadinya tau gak looo
2BdXibzPPyc,Harusnya 10 tahun ke atas,harusnya 10 tahun ke atas
2BdXibzPPyc,YouTube sama Roblox jangan plisss,youtube sama roblox jangan plisss
2BdXibzPPyc,Keburu kiamat nanti,keburu kiamat nanti
2BdXibzPPyc,Aku ini umurnya udah 17 tahun jadi aman akun gua?,aku ini umurnya udah 17 tahun jadi aman akun gua
2BdXibzPPyc,VPN BILEK,vpn bilek
2BdXibzPPyc,Untung akun gua dibawah kendali ortu🗿😹,untung akun gua dibawah kendali ortu
2BdXibzPPyc,Hmm apa rasanya aku tanpa YouTube+roblox,hmm apa rasanya aku tanpa youtube roblox
2BdXibzPPyc,Umur author saya 10<br>Lucky me,umur author saya 10 lucky me
2BdXibzPPyc,menjaga anak dari platfrom digital❎ menghancurkan harapan dan semangat anak untuk berkreasi✅ memang absolute cinema🥶🥶,menjaga anak dari platfrom digital menghancurkan harapan dan semangat anak untuk berkreasi memang absolute cinema
2BdXibzPPyc,YouTube jangan tiktok aja yg diban soalnya itu sarang monyet semua,youtube jangan tiktok aja yg diban soalnya itu sarang monyet semua
2BdXibzPPyc,bohong iru di australia,bohong iru di australia
2BdXibzPPyc,Untuk yang akan keblokir:<br><br><br><br><br>Bro gen Alpha! 💀,untuk yang akan keblokir bro gen alpha
2BdXibzPPyc,Youtube tempat gua cari cuan cuy,youtube tempat gua cari cuan cuy
